"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Jun 29 11:13:36 GMT 2022","Wed Jun 29 11:14:03 GMT 2022","27010","","UserRegisterTest","","UserRegisterTest","TestUserRegistration","TestUserRegistration()","Test Case 11"
"passed","Wed Jun 29 11:18:58 GMT 2022","Wed Jun 29 11:19:05 GMT 2022","7135","","UserLoginTest","","UserLoginTest","TestLoginRemember","TestLoginRemember()","Test Case 15"
"passed","Wed Jun 29 11:13:30 GMT 2022","Wed Jun 29 11:13:36 GMT 2022","6132","","UserRegisterTest","","UserRegisterTest","TestOpenRegisterPage","TestOpenRegisterPage()","Test Case 08"
"passed","Wed Jun 29 11:16:33 GMT 2022","Wed Jun 29 11:16:50 GMT 2022","16395","","FrontPageTest","","FrontPageTest","TestSiteURL","TestSiteURL()","Test Case 01"
"broken","Wed Jun 29 11:16:50 GMT 2022","Wed Jun 29 11:17:28 GMT 2022","37906","","FrontPageTest","","FrontPageTest","TestTitles","TestTitles()","Test Case 04"
"passed","Wed Jun 29 11:13:23 GMT 2022","Wed Jun 29 11:13:30 GMT 2022","6799","","UserRegisterTest","","UserRegisterTest","TestResetUserData","TestResetUserData()","Test Case 10"
"passed","Wed Jun 29 11:15:55 GMT 2022","Wed Jun 29 11:16:00 GMT 2022","5348","","AddNewBlogEntryTest","","AddNewBlogEntryTest","TestLoginAsEditor","TestLoginAsEditor()","Test Case 16"
"failed","Wed Jun 29 11:18:14 GMT 2022","Wed Jun 29 11:18:34 GMT 2022","19634","","FrontPageTest","","FrontPageTest","TestIsAllImagePresent","TestIsAllImagePresent()","Test Case 06"
"passed","Wed Jun 29 11:16:00 GMT 2022","Wed Jun 29 11:16:13 GMT 2022","13393","","AddNewBlogEntryTest","","AddNewBlogEntryTest","TestCreateBlogEntry","TestCreateBlogEntry()","Test Case 17"
"passed","Wed Jun 29 11:15:19 GMT 2022","Wed Jun 29 11:15:25 GMT 2022","6886","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestDeleteBlogEntry","TestDeleteBlogEntry()","Test Case 20"
"passed","Wed Jun 29 11:15:50 GMT 2022","Wed Jun 29 11:15:55 GMT 2022","4799","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestLogOutEditorUser","TestLogOutEditorUser()","Test Case 21"
"passed","Wed Jun 29 11:17:57 GMT 2022","Wed Jun 29 11:18:14 GMT 2022","17260","","FrontPageTest","","FrontPageTest","TestFindLogo","TestFindLogo()","Test Case 02"
"passed","Wed Jun 29 11:16:26 GMT 2022","Wed Jun 29 11:16:33 GMT 2022","7567","","FU14TeamPageTest","","FU14TeamPageTest","TestTeamMembers","TestTeamMembers()","Test Case 24"
"passed","Wed Jun 29 11:14:03 GMT 2022","Wed Jun 29 11:14:15 GMT 2022","11416","","UserRegisterTest","","UserRegisterTest","TestUserRegistrationFromFile","TestUserRegistrationFromFile()","Test Case 12"
"failed","Wed Jun 29 11:14:15 GMT 2022","Wed Jun 29 11:14:44 GMT 2022","29391","","BlogsPageTest","","BlogsPageTest","TestCountBlogEntries","TestCountBlogEntries()","Test Case 22"
"passed","Wed Jun 29 11:19:05 GMT 2022","Wed Jun 29 11:19:12 GMT 2022","6699","","UserLoginTest","","UserLoginTest","TestLogin","TestLogin()","Test Case TC14"
"passed","Wed Jun 29 11:18:52 GMT 2022","Wed Jun 29 11:18:58 GMT 2022","5733","","UserLoginTest","","UserLoginTest","TestNavigateToLoginPage","TestNavigateToLoginPage()","Test Case 13"
"passed","Wed Jun 29 11:16:13 GMT 2022","Wed Jun 29 11:16:20 GMT 2022","6351","","FU14TeamPageTest","","FU14TeamPageTest","TestFu14AboutTeam","TestFu14AboutTeam()","Test Case 26"
"passed","Wed Jun 29 11:13:15 GMT 2022","Wed Jun 29 11:13:23 GMT 2022","7843","","UserRegisterTest","","UserRegisterTest","TestUserRegistrationWithoutFullName","TestUserRegistrationWithoutFullName()","Test Case 09"
"passed","Wed Jun 29 11:18:34 GMT 2022","Wed Jun 29 11:18:52 GMT 2022","18408","","FrontPageTest","","FrontPageTest","TestNumberOfBlogEntries","TestNumberOfBlogEntries()","Test Case 03"
"failed","Wed Jun 29 11:14:44 GMT 2022","Wed Jun 29 11:15:16 GMT 2022","31976","","BlogsPageTest","","BlogsPageTest","TestTitlesOfTheBlogEntries","TestTitlesOfTheBlogEntries()","Test Case 23"
"passed","Wed Jun 29 11:16:20 GMT 2022","Wed Jun 29 11:16:26 GMT 2022","6174","","FU14TeamPageTest","","FU14TeamPageTest","TestNumberOfTeamMembers","TestNumberOfTeamMembers()","Test Case 25"
"broken","Wed Jun 29 11:15:25 GMT 2022","Wed Jun 29 11:15:50 GMT 2022","24314","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestChangeBlogTitle","TestChangeBlogTitle()","Test Case 18"
"passed","Wed Jun 29 11:15:16 GMT 2022","Wed Jun 29 11:15:19 GMT 2022","2521","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestSaveBlogTitleAndDate","TestSaveBlogTitleAndDate()","Test Case 19"
"skipped","Wed Jun 29 11:16:33 GMT 2022","Wed Jun 29 11:16:33 GMT 2022","0","","FrontPageTest","","FrontPageTest","TestIsReadMoreWorks","TestIsReadMoreWorks()","Test Case 05"
"passed","Wed Jun 29 11:17:28 GMT 2022","Wed Jun 29 11:17:57 GMT 2022","29025","","FrontPageTest","","FrontPageTest","TestAllowCookies","TestAllowCookies()","Test Case 07"
"passed","Wed Jun 29 11:19:12 GMT 2022","Wed Jun 29 11:19:21 GMT 2022","9248","","SandBoxPageTest","","SandBoxPageTest","titleTest","titleTest()",""
