"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Jul 31 16:17:59 GMT 2022","Sun Jul 31 16:18:31 GMT 2022","31967","","BlogsPageTest","","BlogsPageTest","TestTitlesOfTheBlogEntries","TestTitlesOfTheBlogEntries()","Test Case 23"
"passed","Sun Jul 31 16:13:23 GMT 2022","Sun Jul 31 16:13:29 GMT 2022","6169","","UserLoginTest","","UserLoginTest","TestNavigateToLoginPage","TestNavigateToLoginPage()","Test Case 13"
"passed","Sun Jul 31 16:16:24 GMT 2022","Sun Jul 31 16:16:31 GMT 2022","6459","","UserRegisterTest","","UserRegisterTest","TestUserRegistrationWithoutFullName","TestUserRegistrationWithoutFullName()","Test Case 09"
"passed","Sun Jul 31 16:13:29 GMT 2022","Sun Jul 31 16:13:35 GMT 2022","6625","","UserLoginTest","","UserLoginTest","TestLoginRemember","TestLoginRemember()","Test Case 15"
"skipped","Sun Jul 31 16:13:42 GMT 2022","Sun Jul 31 16:13:42 GMT 2022","0","","FrontPageTest","","FrontPageTest","TestIsReadMoreWorks","TestIsReadMoreWorks()","Test Case 05"
"passed","Sun Jul 31 16:15:28 GMT 2022","Sun Jul 31 16:15:38 GMT 2022","10236","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestDeleteBlogEntry","TestDeleteBlogEntry()","Test Case 20"
"passed","Sun Jul 31 16:16:06 GMT 2022","Sun Jul 31 16:16:12 GMT 2022","6328","","FU14TeamPageTest","","FU14TeamPageTest","TestFu14AboutTeam","TestFu14AboutTeam()","Test Case 26"
"failed","Sun Jul 31 16:14:37 GMT 2022","Sun Jul 31 16:14:48 GMT 2022","11011","","FrontPageTest","","FrontPageTest","TestIsAllImagePresent","TestIsAllImagePresent()","Test Case 06"
"passed","Sun Jul 31 16:17:10 GMT 2022","Sun Jul 31 16:17:21 GMT 2022","10787","","UserRegisterTest","","UserRegisterTest","TestUserRegistrationFromFile","TestUserRegistrationFromFile()","Test Case 12"
"passed","Sun Jul 31 16:14:10 GMT 2022","Sun Jul 31 16:14:23 GMT 2022","13543","","FrontPageTest","","FrontPageTest","TestAllowCookies","TestAllowCookies()","Test Case 07"
"passed","Sun Jul 31 16:15:00 GMT 2022","Sun Jul 31 16:15:26 GMT 2022","25681","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestChangeBlogTitle","TestChangeBlogTitle()","Test Case 18"
"passed","Sun Jul 31 16:15:38 GMT 2022","Sun Jul 31 16:15:44 GMT 2022","5930","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestLogOutEditorUser","TestLogOutEditorUser()","Test Case 21"
"passed","Sun Jul 31 16:16:37 GMT 2022","Sun Jul 31 16:16:43 GMT 2022","5829","","UserRegisterTest","","UserRegisterTest","TestOpenRegisterPage","TestOpenRegisterPage()","Test Case 08"
"passed","Sun Jul 31 16:13:36 GMT 2022","Sun Jul 31 16:13:42 GMT 2022","6790","","UserLoginTest","","UserLoginTest","TestLogin","TestLogin()","Test Case TC14"
"failed","Sun Jul 31 16:17:21 GMT 2022","Sun Jul 31 16:17:59 GMT 2022","38077","","BlogsPageTest","","BlogsPageTest","TestCountBlogEntries","TestCountBlogEntries()","Test Case 22"
"passed","Sun Jul 31 16:16:18 GMT 2022","Sun Jul 31 16:16:24 GMT 2022","6685","","FU14TeamPageTest","","FU14TeamPageTest","TestTeamMembers","TestTeamMembers()","Test Case 24"
"passed","Sun Jul 31 16:13:42 GMT 2022","Sun Jul 31 16:13:56 GMT 2022","13523","","FrontPageTest","","FrontPageTest","TestSiteURL","TestSiteURL()","Test Case 01"
"passed","Sun Jul 31 16:15:44 GMT 2022","Sun Jul 31 16:15:49 GMT 2022","5003","","AddNewBlogEntryTest","","AddNewBlogEntryTest","testLoginAsEditor","testLoginAsEditor()","Test Case 16"
"failed","Sun Jul 31 16:13:56 GMT 2022","Sun Jul 31 16:14:10 GMT 2022","13688","","FrontPageTest","","FrontPageTest","TestTitles","TestTitles()","Test Case 04"
"passed","Sun Jul 31 16:15:26 GMT 2022","Sun Jul 31 16:15:28 GMT 2022","2461","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestSaveBlogTitleAndDate","TestSaveBlogTitleAndDate()","Test Case 19"
"passed","Sun Jul 31 16:16:12 GMT 2022","Sun Jul 31 16:16:18 GMT 2022","5437","","FU14TeamPageTest","","FU14TeamPageTest","TestNumberOfTeamMembers","TestNumberOfTeamMembers()","Test Case 25"
"passed","Sun Jul 31 16:16:31 GMT 2022","Sun Jul 31 16:16:37 GMT 2022","6499","","UserRegisterTest","","UserRegisterTest","TestResetUserData","TestResetUserData()","Test Case 10"
"passed","Sun Jul 31 16:14:23 GMT 2022","Sun Jul 31 16:14:37 GMT 2022","13844","","FrontPageTest","","FrontPageTest","TestFindLogo","TestFindLogo()","Test Case 02"
"passed","Sun Jul 31 16:15:49 GMT 2022","Sun Jul 31 16:16:06 GMT 2022","16377","","AddNewBlogEntryTest","","AddNewBlogEntryTest","TestCreateBlogEntry","TestCreateBlogEntry()","Test Case 17"
"passed","Sun Jul 31 16:14:48 GMT 2022","Sun Jul 31 16:15:00 GMT 2022","12086","","FrontPageTest","","FrontPageTest","TestNumberOfBlogEntries","TestNumberOfBlogEntries()","Test Case 03"
"broken","Sun Jul 31 16:16:43 GMT 2022","Sun Jul 31 16:17:10 GMT 2022","26716","","UserRegisterTest","","UserRegisterTest","TestUserRegistration","TestUserRegistration()","Test Case 11"
