"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jun 28 17:06:52 GMT 2022","Tue Jun 28 17:07:15 GMT 2022","22497","","TestEditBlogEntryPage","","TestEditBlogEntryPage","saveBlogTitleAndDateTest","saveBlogTitleAndDateTest()","Save the title and the date of the blog entry - TC19"
"passed","Tue Jun 28 17:02:19 GMT 2022","Tue Jun 28 17:02:33 GMT 2022","14532","","TestAddNewBlogEntry","","TestAddNewBlogEntry","createBlogEntryTest","createBlogEntryTest()","Login and create a new blog entry - TC17"
"passed","Tue Jun 28 17:06:01 GMT 2022","Tue Jun 28 17:06:08 GMT 2022","6283","","TestFU14TeamPage","","TestFU14TeamPage","fu14AboutTeamTest","fu14AboutTeamTest()","Test FU14 team about us text"
"broken","Tue Jun 28 17:04:47 GMT 2022","Tue Jun 28 17:05:23 GMT 2022","36089","","TestFrontPage","","TestFrontPage","checkTitlesTest","checkTitlesTest()","Check the titles of the blog entries - TC04"
"passed","Tue Jun 28 17:03:34 GMT 2022","Tue Jun 28 17:03:51 GMT 2022","17601","","TestFrontPage","","TestFrontPage","findLogoTest","findLogoTest()","Find the logo on the main page - TC02"
"passed","Tue Jun 28 17:05:43 GMT 2022","Tue Jun 28 17:05:50 GMT 2022","6759","","TestUserLogin","","TestUserLogin","loginRememberTest","loginRememberTest()","User login to site with remember me function - TC15"
"passed","Tue Jun 28 17:02:12 GMT 2022","Tue Jun 28 17:02:19 GMT 2022","6287","","TestAddNewBlogEntry","","TestAddNewBlogEntry","loginAsEditorTest","loginAsEditorTest()","User login as editor - TC16"
"passed","Tue Jun 28 17:06:15 GMT 2022","Tue Jun 28 17:06:24 GMT 2022","8165","","TestEditBlogEntryPage","","TestEditBlogEntryPage","deleteBlogEntryTest","deleteBlogEntryTest()","Delete the blog entry - TC20"
"passed","Tue Jun 28 17:03:27 GMT 2022","Tue Jun 28 17:03:34 GMT 2022","6991","","TestUserRegister","","TestUserRegister","userRegistrationWithoutFullNameTest","userRegistrationWithoutFullNameTest()","Register a new user without full name - TC09"
"passed","Tue Jun 28 17:05:56 GMT 2022","Tue Jun 28 17:06:01 GMT 2022","5550","","TestFU14TeamPage","","TestFU14TeamPage","numberOfTeamMembersTest","numberOfTeamMembersTest()","Test FU14 team members number"
