"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 04 10:43:14 GMT 2022","Mon Jul 04 10:43:20 GMT 2022","5783","","UserRegisterTest","","UserRegisterTest","TestOpenRegisterPage","TestOpenRegisterPage()","Test Case 08"
"broken","Mon Jul 04 10:43:20 GMT 2022","Mon Jul 04 10:43:46 GMT 2022","26412","","UserRegisterTest","","UserRegisterTest","TestUserRegistration","TestUserRegistration()","Test Case 11"
"passed","Mon Jul 04 10:43:46 GMT 2022","Mon Jul 04 10:43:57 GMT 2022","10574","","UserRegisterTest","","UserRegisterTest","TestUserRegistrationFromFile","TestUserRegistrationFromFile()","Test Case 12"
"broken","Mon Jul 04 10:46:03 GMT 2022","Mon Jul 04 10:46:26 GMT 2022","23708","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestDeleteBlogEntry","TestDeleteBlogEntry()","Test Case 20"
"passed","Mon Jul 04 10:49:01 GMT 2022","Mon Jul 04 10:49:07 GMT 2022","6329","","UserLoginTest","","UserLoginTest","TestLoginRemember","TestLoginRemember()","Test Case 15"
"passed","Mon Jul 04 10:49:07 GMT 2022","Mon Jul 04 10:49:13 GMT 2022","6299","","UserLoginTest","","UserLoginTest","TestLogin","TestLogin()","Test Case TC14"
"passed","Mon Jul 04 10:47:39 GMT 2022","Mon Jul 04 10:48:00 GMT 2022","20447","","FrontPageTest","","FrontPageTest","TestAllowCookies","TestAllowCookies()","Test Case 07"
"passed","Mon Jul 04 10:47:03 GMT 2022","Mon Jul 04 10:47:22 GMT 2022","19674","","FrontPageTest","","FrontPageTest","TestSiteURL","TestSiteURL()","Test Case 01"
"broken","Mon Jul 04 10:45:07 GMT 2022","Mon Jul 04 10:45:41 GMT 2022","34268","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestChangeBlogTitle","TestChangeBlogTitle()","Test Case 18"
"passed","Mon Jul 04 10:46:45 GMT 2022","Mon Jul 04 10:46:51 GMT 2022","6045","","FU14TeamPageTest","","FU14TeamPageTest","TestFu14AboutTeam","TestFu14AboutTeam()","Test Case 26"
"passed","Mon Jul 04 10:46:33 GMT 2022","Mon Jul 04 10:46:38 GMT 2022","5270","","AddNewBlogEntryTest","","AddNewBlogEntryTest","testLoginAsEditor","testLoginAsEditor()","Test Case 16"
"skipped","Mon Jul 04 10:47:03 GMT 2022","Mon Jul 04 10:47:03 GMT 2022","0","","FrontPageTest","","FrontPageTest","TestIsReadMoreWorks","TestIsReadMoreWorks()","Test Case 05"
"passed","Mon Jul 04 10:46:51 GMT 2022","Mon Jul 04 10:46:56 GMT 2022","5431","","FU14TeamPageTest","","FU14TeamPageTest","TestNumberOfTeamMembers","TestNumberOfTeamMembers()","Test Case 25"
"broken","Mon Jul 04 10:45:41 GMT 2022","Mon Jul 04 10:46:03 GMT 2022","21971","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestSaveBlogTitleAndDate","TestSaveBlogTitleAndDate()","Test Case 19"
"passed","Mon Jul 04 10:43:07 GMT 2022","Mon Jul 04 10:43:14 GMT 2022","6436","","UserRegisterTest","","UserRegisterTest","TestResetUserData","TestResetUserData()","Test Case 10"
"passed","Mon Jul 04 10:46:56 GMT 2022","Mon Jul 04 10:47:03 GMT 2022","6359","","FU14TeamPageTest","","FU14TeamPageTest","TestTeamMembers","TestTeamMembers()","Test Case 24"
"failed","Mon Jul 04 10:48:16 GMT 2022","Mon Jul 04 10:48:31 GMT 2022","14643","","FrontPageTest","","FrontPageTest","TestIsAllImagePresent","TestIsAllImagePresent()","Test Case 06"
"failed","Mon Jul 04 10:43:57 GMT 2022","Mon Jul 04 10:44:36 GMT 2022","38990","","BlogsPageTest","","BlogsPageTest","TestCountBlogEntries","TestCountBlogEntries()","Test Case 22"
"passed","Mon Jul 04 10:43:00 GMT 2022","Mon Jul 04 10:43:07 GMT 2022","7090","","UserRegisterTest","","UserRegisterTest","TestUserRegistrationWithoutFullName","TestUserRegistrationWithoutFullName()","Test Case 09"
"passed","Mon Jul 04 10:46:26 GMT 2022","Mon Jul 04 10:46:33 GMT 2022","6168","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestLogOutEditorUser","TestLogOutEditorUser()","Test Case 21"
"passed","Mon Jul 04 10:48:00 GMT 2022","Mon Jul 04 10:48:16 GMT 2022","16331","","FrontPageTest","","FrontPageTest","TestFindLogo","TestFindLogo()","Test Case 02"
"failed","Mon Jul 04 10:47:22 GMT 2022","Mon Jul 04 10:47:39 GMT 2022","17097","","FrontPageTest","","FrontPageTest","TestTitles","TestTitles()","Test Case 04"
"passed","Mon Jul 04 10:48:31 GMT 2022","Mon Jul 04 10:48:55 GMT 2022","24360","","FrontPageTest","","FrontPageTest","TestNumberOfBlogEntries","TestNumberOfBlogEntries()","Test Case 03"
"failed","Mon Jul 04 10:44:36 GMT 2022","Mon Jul 04 10:45:06 GMT 2022","30900","","BlogsPageTest","","BlogsPageTest","TestTitlesOfTheBlogEntries","TestTitlesOfTheBlogEntries()","Test Case 23"
"broken","Mon Jul 04 10:46:38 GMT 2022","Mon Jul 04 10:46:45 GMT 2022","6745","","AddNewBlogEntryTest","","AddNewBlogEntryTest","TestCreateBlogEntry","TestCreateBlogEntry()","Test Case 17"
"passed","Mon Jul 04 10:48:55 GMT 2022","Mon Jul 04 10:49:01 GMT 2022","5456","","UserLoginTest","","UserLoginTest","TestNavigateToLoginPage","TestNavigateToLoginPage()","Test Case 13"
