"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 13 19:07:34 GMT 2022","Mon Jun 13 19:07:37 GMT 2022","2219","","TestUserRegister","","TestUserRegister","navigateToRegistrationPageTest","navigateToRegistrationPageTest()",""
"passed","Mon Jun 13 19:07:37 GMT 2022","Mon Jun 13 19:07:42 GMT 2022","5907","","TestUserRegister","","TestUserRegister","userRegistrationResetDataTest","userRegistrationResetDataTest()",""
"broken","Mon Jun 13 19:08:07 GMT 2022","Mon Jun 13 19:08:33 GMT 2022","26218","","TestAddNewBlogEntry","","TestAddNewBlogEntry","createBlogEntryTest","createBlogEntryTest()",""
"passed","Mon Jun 13 19:08:01 GMT 2022","Mon Jun 13 19:08:03 GMT 2022","1889","","TestUserLogin","","TestUserLogin","navigateToLoginPageTest","navigateToLoginPageTest()",""
"passed","Mon Jun 13 19:07:55 GMT 2022","Mon Jun 13 19:08:01 GMT 2022","6295","","TestUserLogin","","TestUserLogin","loginRememberTest","loginRememberTest()",""
"passed","Mon Jun 13 19:08:03 GMT 2022","Mon Jun 13 19:08:07 GMT 2022","3782","","TestAddNewBlogEntry","","TestAddNewBlogEntry","loginAsEditorTest","loginAsEditorTest()",""
"passed","Mon Jun 13 19:07:48 GMT 2022","Mon Jun 13 19:07:55 GMT 2022","6249","","TestUserLogin","","TestUserLogin","loginTest","loginTest()",""
"broken","Mon Jun 13 19:07:08 GMT 2022","Mon Jun 13 19:07:34 GMT 2022","26559","","TestUserRegister","","TestUserRegister","userRegistrationTest","userRegistrationTest()",""
"failed","Mon Jun 13 19:07:42 GMT 2022","Mon Jun 13 19:07:48 GMT 2022","5924","","TestUserRegister","","TestUserRegister","userRegistrationTestWithoutFullName","userRegistrationTestWithoutFullName()",""
"passed","Mon Jun 13 19:08:37 GMT 2022","Mon Jun 13 19:08:41 GMT 2022","3971","","TestFU14TeamPage","","TestFU14TeamPage","teamMembersTest","teamMembersTest()",""
"passed","Mon Jun 13 19:08:33 GMT 2022","Mon Jun 13 19:08:37 GMT 2022","4071","","TestFU14TeamPage","","TestFU14TeamPage","numberOfTeamMembersTest","numberOfTeamMembersTest()",""
"passed","Mon Jun 13 19:06:53 GMT 2022","Mon Jun 13 19:07:08 GMT 2022","14294","","TestFrontPage","","TestFrontPage","openSiteTest","openSiteTest()",""
