"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 03 19:54:24 GMT 2022","Sun Jul 03 19:54:31 GMT 2022","6962","","FU14TeamPageTest","","FU14TeamPageTest","TestTeamMembers","TestTeamMembers()","Test Case 24"
"passed","Sun Jul 03 19:53:33 GMT 2022","Sun Jul 03 19:53:44 GMT 2022","10570","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestDeleteBlogEntry","TestDeleteBlogEntry()","Test Case 20"
"skipped","Sun Jul 03 19:54:31 GMT 2022","Sun Jul 03 19:54:31 GMT 2022","0","","FrontPageTest","","FrontPageTest","TestIsReadMoreWorks","TestIsReadMoreWorks()","Test Case 05"
"passed","Sun Jul 03 19:52:33 GMT 2022","Sun Jul 03 19:53:05 GMT 2022","32264","","BlogsPageTest","","BlogsPageTest","TestTitlesOfTheBlogEntries","TestTitlesOfTheBlogEntries()","Test Case 23"
"passed","Sun Jul 03 19:51:09 GMT 2022","Sun Jul 03 19:51:15 GMT 2022","6137","","UserRegisterTest","","UserRegisterTest","TestOpenRegisterPage","TestOpenRegisterPage()","Test Case 08"
"passed","Sun Jul 03 19:55:16 GMT 2022","Sun Jul 03 19:55:34 GMT 2022","18432","","FrontPageTest","","FrontPageTest","TestFindLogo","TestFindLogo()","Test Case 02"
"passed","Sun Jul 03 19:56:06 GMT 2022","Sun Jul 03 19:56:13 GMT 2022","6425","","UserLoginTest","","UserLoginTest","TestNavigateToLoginPage","TestNavigateToLoginPage()","Test Case 13"
"passed","Sun Jul 03 19:53:44 GMT 2022","Sun Jul 03 19:53:50 GMT 2022","6612","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestLogOutEditorUser","TestLogOutEditorUser()","Test Case 21"
"passed","Sun Jul 03 19:54:43 GMT 2022","Sun Jul 03 19:54:58 GMT 2022","14878","","FrontPageTest","","FrontPageTest","TestTitles","TestTitles()","Test Case 04"
"passed","Sun Jul 03 19:53:50 GMT 2022","Sun Jul 03 19:53:56 GMT 2022","5534","","AddNewBlogEntryTest","","AddNewBlogEntryTest","testLoginAsEditor","testLoginAsEditor()","Test Case 16"
"broken","Sun Jul 03 19:51:15 GMT 2022","Sun Jul 03 19:51:42 GMT 2022","27100","","UserRegisterTest","","UserRegisterTest","TestUserRegistration","TestUserRegistration()","Test Case 11"
"passed","Sun Jul 03 19:54:11 GMT 2022","Sun Jul 03 19:54:18 GMT 2022","6924","","FU14TeamPageTest","","FU14TeamPageTest","TestFu14AboutTeam","TestFu14AboutTeam()","Test Case 26"
"failed","Sun Jul 03 19:55:34 GMT 2022","Sun Jul 03 19:55:51 GMT 2022","16650","","FrontPageTest","","FrontPageTest","TestIsAllImagePresent","TestIsAllImagePresent()","Test Case 06"
"passed","Sun Jul 03 19:56:13 GMT 2022","Sun Jul 03 19:56:20 GMT 2022","6770","","UserLoginTest","","UserLoginTest","TestLoginRemember","TestLoginRemember()","Test Case 15"
"passed","Sun Jul 03 19:54:58 GMT 2022","Sun Jul 03 19:55:16 GMT 2022","17165","","FrontPageTest","","FrontPageTest","TestAllowCookies","TestAllowCookies()","Test Case 07"
"passed","Sun Jul 03 19:50:54 GMT 2022","Sun Jul 03 19:51:02 GMT 2022","7775","","UserRegisterTest","","UserRegisterTest","TestUserRegistrationWithoutFullName","TestUserRegistrationWithoutFullName()","Test Case 09"
"passed","Sun Jul 03 19:53:05 GMT 2022","Sun Jul 03 19:53:30 GMT 2022","25577","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestChangeBlogTitle","TestChangeBlogTitle()","Test Case 18"
"passed","Sun Jul 03 19:53:56 GMT 2022","Sun Jul 03 19:54:11 GMT 2022","15471","","AddNewBlogEntryTest","","AddNewBlogEntryTest","TestCreateBlogEntry","TestCreateBlogEntry()","Test Case 17"
"passed","Sun Jul 03 19:53:30 GMT 2022","Sun Jul 03 19:53:33 GMT 2022","2610","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestSaveBlogTitleAndDate","TestSaveBlogTitleAndDate()","Test Case 19"
"passed","Sun Jul 03 19:51:42 GMT 2022","Sun Jul 03 19:51:54 GMT 2022","12127","","UserRegisterTest","","UserRegisterTest","TestUserRegistrationFromFile","TestUserRegistrationFromFile()","Test Case 12"
"passed","Sun Jul 03 19:56:20 GMT 2022","Sun Jul 03 19:56:26 GMT 2022","6884","","UserLoginTest","","UserLoginTest","TestLogin","TestLogin()","Test Case TC14"
"passed","Sun Jul 03 19:51:02 GMT 2022","Sun Jul 03 19:51:09 GMT 2022","6912","","UserRegisterTest","","UserRegisterTest","TestResetUserData","TestResetUserData()","Test Case 10"
"passed","Sun Jul 03 19:51:54 GMT 2022","Sun Jul 03 19:52:33 GMT 2022","38261","","BlogsPageTest","","BlogsPageTest","TestCountBlogEntries","TestCountBlogEntries()","Test Case 22"
"passed","Sun Jul 03 19:55:51 GMT 2022","Sun Jul 03 19:56:06 GMT 2022","15767","","FrontPageTest","","FrontPageTest","TestNumberOfBlogEntries","TestNumberOfBlogEntries()","Test Case 03"
"passed","Sun Jul 03 19:54:18 GMT 2022","Sun Jul 03 19:54:24 GMT 2022","5699","","FU14TeamPageTest","","FU14TeamPageTest","TestNumberOfTeamMembers","TestNumberOfTeamMembers()","Test Case 25"
"passed","Sun Jul 03 19:54:31 GMT 2022","Sun Jul 03 19:54:43 GMT 2022","12524","","FrontPageTest","","FrontPageTest","TestSiteURL","TestSiteURL()","Test Case 01"
