"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 19 11:08:48 GMT 2022","Sun Jun 19 11:08:55 GMT 2022","6829","","TestUserLogin","","TestUserLogin","loginTest","loginTest()",""
"passed","Sun Jun 19 11:09:15 GMT 2022","Sun Jun 19 11:09:21 GMT 2022","6206","","TestFU14TeamPage","","TestFU14TeamPage","teamMembersTest","teamMembersTest()",""
"passed","Sun Jun 19 11:09:01 GMT 2022","Sun Jun 19 11:09:03 GMT 2022","2015","","TestUserLogin","","TestUserLogin","navigateToLoginPageTest","navigateToLoginPageTest()",""
"passed","Sun Jun 19 11:11:21 GMT 2022","Sun Jun 19 11:11:23 GMT 2022","2103","","TestUserRegister","","TestUserRegister","openPageTest","openPageTest()",""
"broken","Sun Jun 19 11:10:22 GMT 2022","Sun Jun 19 11:10:49 GMT 2022","26190","","TestAddNewBlogEntry","","TestAddNewBlogEntry","createBlogEntryTest","createBlogEntryTest()",""
"passed","Sun Jun 19 11:10:19 GMT 2022","Sun Jun 19 11:10:22 GMT 2022","3605","","TestAddNewBlogEntry","","TestAddNewBlogEntry","loginAsEditorTest","loginAsEditorTest()",""
"passed","Sun Jun 19 11:09:03 GMT 2022","Sun Jun 19 11:09:08 GMT 2022","5114","","TestFU14TeamPage","","TestFU14TeamPage","numberOfTeamMembersTest","numberOfTeamMembersTest()",""
"passed","Sun Jun 19 11:09:21 GMT 2022","Sun Jun 19 11:09:27 GMT 2022","6471","","TestFU14TeamPage","","TestFU14TeamPage","saveToFileTest","saveToFileTest()",""
"passed","Sun Jun 19 11:08:55 GMT 2022","Sun Jun 19 11:09:01 GMT 2022","6250","","TestUserLogin","","TestUserLogin","loginRememberTest","loginRememberTest()",""
"failed","Sun Jun 19 11:09:55 GMT 2022","Sun Jun 19 11:10:07 GMT 2022","12626","","TestFrontPage","","TestFrontPage","isAllImagePresent","isAllImagePresent()","Check all the team photos are present in the carousel"
"passed","Sun Jun 19 11:09:08 GMT 2022","Sun Jun 19 11:09:14 GMT 2022","5898","","TestFU14TeamPage","","TestFU14TeamPage","fu14AboutTeamTest","fu14AboutTeamTest()",""
"passed","Sun Jun 19 11:09:27 GMT 2022","Sun Jun 19 11:09:41 GMT 2022","13710","","TestFrontPage","","TestFrontPage","findLogo","findLogo()","Find the logo on the main page"
"failed","Sun Jun 19 11:11:23 GMT 2022","Sun Jun 19 11:11:29 GMT 2022","5914","","TestUserRegister","","TestUserRegister","userRegistrationWithoutFullNameTest","userRegistrationWithoutFullNameTest()",""
"passed","Sun Jun 19 11:09:14 GMT 2022","Sun Jun 19 11:09:15 GMT 2022","334","","TestFU14TeamPage","","TestFU14TeamPage","close","close()",""
"skipped","Sun Jun 19 11:09:55 GMT 2022","Sun Jun 19 11:09:55 GMT 2022","0","","TestFrontPage","","TestFrontPage","checkTitles","checkTitles()","Check the titles of the blog entries"
"broken","Sun Jun 19 11:10:49 GMT 2022","Sun Jun 19 11:11:15 GMT 2022","26209","","TestUserRegister","","TestUserRegister","userRegistrationTest","userRegistrationTest()",""
"passed","Sun Jun 19 11:10:07 GMT 2022","Sun Jun 19 11:10:19 GMT 2022","11321","","TestFrontPage","","TestFrontPage","checkSiteURL","checkSiteURL()","Check the url of the front page"
"passed","Sun Jun 19 11:09:41 GMT 2022","Sun Jun 19 11:09:55 GMT 2022","13660","","TestFrontPage","","TestFrontPage","numberOfBlogEntries","numberOfBlogEntries()","Check the number of the latest blog entries"
"skipped","Sun Jun 19 11:09:41 GMT 2022","Sun Jun 19 11:09:41 GMT 2022","0","","TestFrontPage","","TestFrontPage","allowCookies","allowCookies()","Allow cookies"
"passed","Sun Jun 19 11:11:15 GMT 2022","Sun Jun 19 11:11:21 GMT 2022","5773","","TestUserRegister","","TestUserRegister","resetUserDataTest","resetUserDataTest()",""
