"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 18 12:09:22 GMT 2022","Sat Jun 18 12:09:29 GMT 2022","6213","","TestFU14TeamPage","","TestFU14TeamPage","fu14AboutTeamTest","fu14AboutTeamTest()",""
"passed","Sat Jun 18 12:09:17 GMT 2022","Sat Jun 18 12:09:22 GMT 2022","5666","","TestFU14TeamPage","","TestFU14TeamPage","numberOfTeamMembersTest","numberOfTeamMembersTest()",""
"passed","Sat Jun 18 12:11:11 GMT 2022","Sat Jun 18 12:11:14 GMT 2022","2776","","TestUserRegister","","TestUserRegister","openPageTest","openPageTest()",""
"passed","Sat Jun 18 12:09:00 GMT 2022","Sat Jun 18 12:09:07 GMT 2022","7281","","TestUserLogin","","TestUserLogin","loginTest","loginTest()",""
"passed","Sat Jun 18 12:09:07 GMT 2022","Sat Jun 18 12:09:14 GMT 2022","6752","","TestUserLogin","","TestUserLogin","loginRememberTest","loginRememberTest()",""
"broken","Sat Jun 18 12:10:38 GMT 2022","Sat Jun 18 12:11:05 GMT 2022","26705","","TestUserRegister","","TestUserRegister","userRegistrationTest","userRegistrationTest()",""
"passed","Sat Jun 18 12:09:29 GMT 2022","Sat Jun 18 12:09:29 GMT 2022","387","","TestFU14TeamPage","","TestFU14TeamPage","close","close()",""
"broken","Sat Jun 18 12:10:12 GMT 2022","Sat Jun 18 12:10:38 GMT 2022","26426","","TestAddNewBlogEntry","","TestAddNewBlogEntry","createBlogEntryTest","createBlogEntryTest()",""
"passed","Sat Jun 18 12:10:08 GMT 2022","Sat Jun 18 12:10:12 GMT 2022","4163","","TestAddNewBlogEntry","","TestAddNewBlogEntry","loginAsEditorTest","loginAsEditorTest()",""
"passed","Sat Jun 18 12:11:05 GMT 2022","Sat Jun 18 12:11:11 GMT 2022","6394","","TestUserRegister","","TestUserRegister","resetUserDataTest","resetUserDataTest()",""
"failed","Sat Jun 18 12:11:14 GMT 2022","Sat Jun 18 12:11:21 GMT 2022","6727","","TestUserRegister","","TestUserRegister","userRegistrationWithoutFullNameTest","userRegistrationWithoutFullNameTest()",""
"passed","Sat Jun 18 12:09:54 GMT 2022","Sat Jun 18 12:10:08 GMT 2022","14107","","TestFrontPage","","TestFrontPage","findLogo","findLogo()",""
"passed","Sat Jun 18 12:09:14 GMT 2022","Sat Jun 18 12:09:17 GMT 2022","2478","","TestUserLogin","","TestUserLogin","navigateToLoginPageTest","navigateToLoginPageTest()",""
"passed","Sat Jun 18 12:09:36 GMT 2022","Sat Jun 18 12:09:42 GMT 2022","6229","","TestFU14TeamPage","","TestFU14TeamPage","saveToFileTest","saveToFileTest()",""
"passed","Sat Jun 18 12:09:29 GMT 2022","Sat Jun 18 12:09:36 GMT 2022","7051","","TestFU14TeamPage","","TestFU14TeamPage","teamMembersTest","teamMembersTest()",""
"passed","Sat Jun 18 12:09:42 GMT 2022","Sat Jun 18 12:09:54 GMT 2022","11300","","TestFrontPage","","TestFrontPage","openSiteTest","openSiteTest()",""
