"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 29 07:39:22 GMT 2022","Wed Jun 29 07:39:30 GMT 2022","7148","","TestUserLogin","","TestUserLogin","loginTest","loginTest()","Test user login without remember me function - TC14"
"passed","Wed Jun 29 07:47:14 GMT 2022","Wed Jun 29 07:47:20 GMT 2022","6446","","TestFU14TeamPage","","TestFU14TeamPage","numberOfTeamMembersTest","numberOfTeamMembersTest()","Test FU14 team members number"
"passed","Wed Jun 29 07:47:20 GMT 2022","Wed Jun 29 07:47:28 GMT 2022","7281","","TestFU14TeamPage","","TestFU14TeamPage","fu14AboutTeamTest","fu14AboutTeamTest()","Test FU14 team about us text"
"broken","Wed Jun 29 07:37:38 GMT 2022","Wed Jun 29 07:38:06 GMT 2022","27491","","UserRegisterTest","","UserRegisterTest","TestUserRegistration","TestUserRegistration()","Test Case 11"
"passed","Wed Jun 29 07:38:06 GMT 2022","Wed Jun 29 07:38:18 GMT 2022","12440","","UserRegisterTest","","UserRegisterTest","TestUserRegistrationFromFile","TestUserRegistrationFromFile()","Test Case 12"
"passed","Wed Jun 29 07:47:04 GMT 2022","Wed Jun 29 07:47:14 GMT 2022","10024","","SandBoxPageTest","","SandBoxPageTest","titleTest","titleTest()",""
"broken","Wed Jun 29 07:47:42 GMT 2022","Wed Jun 29 07:48:07 GMT 2022","24847","","TestEditBlogEntryPage","","TestEditBlogEntryPage","changeBlogTitleTest","changeBlogTitleTest()","Change the title - TC18"
"passed","Wed Jun 29 07:36:52 GMT 2022","Wed Jun 29 07:36:59 GMT 2022","6635","","TestAddNewBlogEntry","","TestAddNewBlogEntry","loginAsEditorTest","loginAsEditorTest()","User login as editor - TC16"
"passed","Wed Jun 29 07:47:35 GMT 2022","Wed Jun 29 07:47:42 GMT 2022","7559","","TestEditBlogEntryPage","","TestEditBlogEntryPage","deleteBlogEntryTest","deleteBlogEntryTest()","Delete the blog entry - TC20"
"failed","Wed Jun 29 07:46:21 GMT 2022","Wed Jun 29 07:46:42 GMT 2022","20916","","FrontPageTest","","FrontPageTest","TestIsAllImagePresent","TestIsAllImagePresent()","Test Case 06"
"passed","Wed Jun 29 07:46:42 GMT 2022","Wed Jun 29 07:47:04 GMT 2022","22026","","FrontPageTest","","FrontPageTest","TestNumberOfBlogEntries","TestNumberOfBlogEntries()","Test Case 03"
"failed","Wed Jun 29 07:38:18 GMT 2022","Wed Jun 29 07:38:51 GMT 2022","33300","","TestBlogsPage","","TestBlogsPage","titleBlogEntriesTest","titleBlogEntriesTest()","Check the title of the blog entries - TC23"
"passed","Wed Jun 29 07:39:43 GMT 2022","Wed Jun 29 07:40:03 GMT 2022","20495","","FrontPageTest","","FrontPageTest","TestSiteURL","TestSiteURL()","Test Case 01"
"broken","Wed Jun 29 07:40:03 GMT 2022","Wed Jun 29 07:40:42 GMT 2022","38937","","FrontPageTest","","FrontPageTest","TestTitles","TestTitles()","Test Case 04"
"passed","Wed Jun 29 07:36:59 GMT 2022","Wed Jun 29 07:37:15 GMT 2022","16013","","TestAddNewBlogEntry","","TestAddNewBlogEntry","createBlogEntryTest","createBlogEntryTest()","Login and create a new blog entry - TC17"
"passed","Wed Jun 29 07:48:07 GMT 2022","Wed Jun 29 07:48:14 GMT 2022","6368","","TestEditBlogEntryPage","","TestEditBlogEntryPage","logOutEditorUserTest","logOutEditorUserTest()","Log out editor user - TC21"
"skipped","Wed Jun 29 07:39:43 GMT 2022","Wed Jun 29 07:39:43 GMT 2022","0","","FrontPageTest","","FrontPageTest","TestIsReadMoreWorks","TestIsReadMoreWorks()","Test Case 05"
"passed","Wed Jun 29 07:37:32 GMT 2022","Wed Jun 29 07:37:38 GMT 2022","6419","","UserRegisterTest","","UserRegisterTest","TestOpenRegisterPage","TestOpenRegisterPage()","Test Case 08"
"failed","Wed Jun 29 07:38:51 GMT 2022","Wed Jun 29 07:39:22 GMT 2022","31087","","TestBlogsPage","","TestBlogsPage","countBlogEntriesTest","countBlogEntriesTest()","Check the number of the blog entries - TC22"
"passed","Wed Jun 29 07:47:28 GMT 2022","Wed Jun 29 07:47:35 GMT 2022","7177","","TestFU14TeamPage","","TestFU14TeamPage","teamMembersTest","teamMembersTest()","Test FU14 team members"
"passed","Wed Jun 29 07:39:37 GMT 2022","Wed Jun 29 07:39:43 GMT 2022","6109","","TestUserLogin","","TestUserLogin","navigateToLoginPageTest","navigateToLoginPageTest()","Navigate to user login page - TC13"
"passed","Wed Jun 29 07:37:24 GMT 2022","Wed Jun 29 07:37:32 GMT 2022","7268","","UserRegisterTest","","UserRegisterTest","TestResetUserData","TestResetUserData()","Test Case 10"
"broken","Wed Jun 29 07:48:14 GMT 2022","Wed Jun 29 07:48:36 GMT 2022","22764","","TestEditBlogEntryPage","","TestEditBlogEntryPage","saveBlogTitleAndDateTest","saveBlogTitleAndDateTest()","Save the title and the date of the blog entry - TC19"
"passed","Wed Jun 29 07:37:15 GMT 2022","Wed Jun 29 07:37:24 GMT 2022","9348","","UserRegisterTest","","UserRegisterTest","TestUserRegistrationWithoutFullName","TestUserRegistrationWithoutFullName()","Test Case 09"
"passed","Wed Jun 29 07:46:01 GMT 2022","Wed Jun 29 07:46:21 GMT 2022","20415","","FrontPageTest","","FrontPageTest","TestFindLogo","TestFindLogo()","Test Case 02"
"passed","Wed Jun 29 07:39:30 GMT 2022","Wed Jun 29 07:39:37 GMT 2022","7205","","TestUserLogin","","TestUserLogin","loginRememberTest","loginRememberTest()","User login to site with remember me function - TC15"
"broken","Wed Jun 29 07:40:42 GMT 2022","Wed Jun 29 07:46:01 GMT 2022","318136","","FrontPageTest","","FrontPageTest","TestAllowCookies","TestAllowCookies()","Test Case 07"
