"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 03 19:37:40 GMT 2022","Sun Jul 03 19:37:46 GMT 2022","6719","","UserLoginTest","","UserLoginTest","TestLoginRemember","TestLoginRemember()","Test Case 15"
"passed","Sun Jul 03 19:36:50 GMT 2022","Sun Jul 03 19:37:07 GMT 2022","16391","","FrontPageTest","","FrontPageTest","TestFindLogo","TestFindLogo()","Test Case 02"
"passed","Sun Jul 03 19:32:40 GMT 2022","Sun Jul 03 19:32:47 GMT 2022","6647","","UserRegisterTest","","UserRegisterTest","TestResetUserData","TestResetUserData()","Test Case 10"
"passed","Sun Jul 03 19:35:19 GMT 2022","Sun Jul 03 19:35:25 GMT 2022","6086","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestLogOutEditorUser","TestLogOutEditorUser()","Test Case 21"
"passed","Sun Jul 03 19:37:20 GMT 2022","Sun Jul 03 19:37:34 GMT 2022","14058","","FrontPageTest","","FrontPageTest","TestNumberOfBlogEntries","TestNumberOfBlogEntries()","Test Case 03"
"failed","Sun Jul 03 19:36:18 GMT 2022","Sun Jul 03 19:36:34 GMT 2022","15823","","FrontPageTest","","FrontPageTest","TestTitles","TestTitles()","Test Case 04"
"passed","Sun Jul 03 19:32:33 GMT 2022","Sun Jul 03 19:32:40 GMT 2022","7470","","UserRegisterTest","","UserRegisterTest","TestUserRegistrationWithoutFullName","TestUserRegistrationWithoutFullName()","Test Case 09"
"passed","Sun Jul 03 19:35:58 GMT 2022","Sun Jul 03 19:36:05 GMT 2022","6781","","FU14TeamPageTest","","FU14TeamPageTest","TestTeamMembers","TestTeamMembers()","Test Case 24"
"passed","Sun Jul 03 19:35:09 GMT 2022","Sun Jul 03 19:35:19 GMT 2022","9620","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestDeleteBlogEntry","TestDeleteBlogEntry()","Test Case 20"
"passed","Sun Jul 03 19:35:31 GMT 2022","Sun Jul 03 19:35:46 GMT 2022","15604","","AddNewBlogEntryTest","","AddNewBlogEntryTest","TestCreateBlogEntry","TestCreateBlogEntry()","Test Case 17"
"failed","Sun Jul 03 19:37:07 GMT 2022","Sun Jul 03 19:37:20 GMT 2022","13209","","FrontPageTest","","FrontPageTest","TestIsAllImagePresent","TestIsAllImagePresent()","Test Case 06"
"passed","Sun Jul 03 19:35:25 GMT 2022","Sun Jul 03 19:35:31 GMT 2022","5460","","AddNewBlogEntryTest","","AddNewBlogEntryTest","testLoginAsEditor","testLoginAsEditor()","Test Case 16"
"passed","Sun Jul 03 19:34:10 GMT 2022","Sun Jul 03 19:34:43 GMT 2022","32231","","BlogsPageTest","","BlogsPageTest","TestTitlesOfTheBlogEntries","TestTitlesOfTheBlogEntries()","Test Case 23"
"passed","Sun Jul 03 19:33:20 GMT 2022","Sun Jul 03 19:33:32 GMT 2022","11526","","UserRegisterTest","","UserRegisterTest","TestUserRegistrationFromFile","TestUserRegistrationFromFile()","Test Case 12"
"passed","Sun Jul 03 19:37:46 GMT 2022","Sun Jul 03 19:37:53 GMT 2022","6879","","UserLoginTest","","UserLoginTest","TestLogin","TestLogin()","Test Case TC14"
"passed","Sun Jul 03 19:37:34 GMT 2022","Sun Jul 03 19:37:40 GMT 2022","5780","","UserLoginTest","","UserLoginTest","TestNavigateToLoginPage","TestNavigateToLoginPage()","Test Case 13"
"passed","Sun Jul 03 19:35:07 GMT 2022","Sun Jul 03 19:35:09 GMT 2022","2751","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestSaveBlogTitleAndDate","TestSaveBlogTitleAndDate()","Test Case 19"
"passed","Sun Jul 03 19:36:05 GMT 2022","Sun Jul 03 19:36:18 GMT 2022","12791","","FrontPageTest","","FrontPageTest","TestSiteURL","TestSiteURL()","Test Case 01"
"passed","Sun Jul 03 19:32:47 GMT 2022","Sun Jul 03 19:32:53 GMT 2022","6165","","UserRegisterTest","","UserRegisterTest","TestOpenRegisterPage","TestOpenRegisterPage()","Test Case 08"
"passed","Sun Jul 03 19:33:32 GMT 2022","Sun Jul 03 19:34:10 GMT 2022","38528","","BlogsPageTest","","BlogsPageTest","TestCountBlogEntries","TestCountBlogEntries()","Test Case 22"
"broken","Sun Jul 03 19:32:53 GMT 2022","Sun Jul 03 19:33:20 GMT 2022","26982","","UserRegisterTest","","UserRegisterTest","TestUserRegistration","TestUserRegistration()","Test Case 11"
"skipped","Sun Jul 03 19:36:05 GMT 2022","Sun Jul 03 19:36:05 GMT 2022","0","","FrontPageTest","","FrontPageTest","TestIsReadMoreWorks","TestIsReadMoreWorks()","Test Case 05"
"passed","Sun Jul 03 19:35:53 GMT 2022","Sun Jul 03 19:35:58 GMT 2022","5583","","FU14TeamPageTest","","FU14TeamPageTest","TestNumberOfTeamMembers","TestNumberOfTeamMembers()","Test Case 25"
"passed","Sun Jul 03 19:35:46 GMT 2022","Sun Jul 03 19:35:53 GMT 2022","6331","","FU14TeamPageTest","","FU14TeamPageTest","TestFu14AboutTeam","TestFu14AboutTeam()","Test Case 26"
"passed","Sun Jul 03 19:36:34 GMT 2022","Sun Jul 03 19:36:50 GMT 2022","16736","","FrontPageTest","","FrontPageTest","TestAllowCookies","TestAllowCookies()","Test Case 07"
"passed","Sun Jul 03 19:34:43 GMT 2022","Sun Jul 03 19:35:07 GMT 2022","24134","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestChangeBlogTitle","TestChangeBlogTitle()","Test Case 18"
