"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 15 20:22:12 GMT 2022","Wed Jun 15 20:22:18 GMT 2022","5866","","TestFU14TeamPage","","TestFU14TeamPage","fu14AboutTeamTest","fu14AboutTeamTest()",""
"passed","Wed Jun 15 20:22:19 GMT 2022","Wed Jun 15 20:22:25 GMT 2022","5994","","TestFU14TeamPage","","TestFU14TeamPage","teamMembersTest","teamMembersTest()",""
"passed","Wed Jun 15 20:22:05 GMT 2022","Wed Jun 15 20:22:07 GMT 2022","1908","","TestUserLogin","","TestUserLogin","navigateToLoginPageTest","navigateToLoginPageTest()",""
"passed","Wed Jun 15 20:21:59 GMT 2022","Wed Jun 15 20:22:05 GMT 2022","6307","","TestUserLogin","","TestUserLogin","loginRememberTest","loginRememberTest()",""
"passed","Wed Jun 15 20:23:40 GMT 2022","Wed Jun 15 20:23:46 GMT 2022","5822","","TestUserRegister","","TestUserRegister","resetUserDataTest","resetUserDataTest()",""
"passed","Wed Jun 15 20:21:52 GMT 2022","Wed Jun 15 20:21:59 GMT 2022","6871","","TestUserLogin","","TestUserLogin","loginTest","loginTest()",""
"broken","Wed Jun 15 20:22:48 GMT 2022","Wed Jun 15 20:23:14 GMT 2022","26110","","TestAddNewBlogEntry","","TestAddNewBlogEntry","createBlogEntryTest","createBlogEntryTest()",""
"passed","Wed Jun 15 20:22:07 GMT 2022","Wed Jun 15 20:22:12 GMT 2022","5208","","TestFU14TeamPage","","TestFU14TeamPage","numberOfTeamMembersTest","numberOfTeamMembersTest()",""
"passed","Wed Jun 15 20:23:46 GMT 2022","Wed Jun 15 20:23:48 GMT 2022","2034","","TestUserRegister","","TestUserRegister","openPageTest","openPageTest()",""
"passed","Wed Jun 15 20:22:25 GMT 2022","Wed Jun 15 20:22:31 GMT 2022","5963","","TestFU14TeamPage","","TestFU14TeamPage","saveToFileTest","saveToFileTest()",""
"passed","Wed Jun 15 20:22:18 GMT 2022","Wed Jun 15 20:22:19 GMT 2022","341","","TestFU14TeamPage","","TestFU14TeamPage","close","close()",""
"failed","Wed Jun 15 20:23:48 GMT 2022","Wed Jun 15 20:23:54 GMT 2022","6342","","TestUserRegister","","TestUserRegister","userRegistrationWithoutFullNameTest","userRegistrationWithoutFullNameTest()",""
"passed","Wed Jun 15 20:22:44 GMT 2022","Wed Jun 15 20:22:48 GMT 2022","4021","","TestAddNewBlogEntry","","TestAddNewBlogEntry","loginAsEditorTest","loginAsEditorTest()",""
"passed","Wed Jun 15 20:22:31 GMT 2022","Wed Jun 15 20:22:44 GMT 2022","13391","","TestFrontPage","","TestFrontPage","openSiteTest","openSiteTest()",""
"broken","Wed Jun 15 20:23:14 GMT 2022","Wed Jun 15 20:23:40 GMT 2022","26235","","TestUserRegister","","TestUserRegister","userRegistrationTest","userRegistrationTest()",""
