"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 28 15:47:40 GMT 2022","Tue Jun 28 15:47:46 GMT 2022","6436","","TestUserRegister","","TestUserRegister","userRegistrationWithoutFullNameTest","userRegistrationWithoutFullNameTest()","Register a new user without full name - TC09"
"passed","Tue Jun 28 15:48:40 GMT 2022","Tue Jun 28 15:48:54 GMT 2022","14763","","TestFrontPage","","TestFrontPage","numberOfBlogEntriesTest","numberOfBlogEntriesTest()","Check the number of the latest blog entries - TC03"
"failed","Tue Jun 28 15:45:51 GMT 2022","Tue Jun 28 15:46:22 GMT 2022","30693","","BlogsPageTest","","BlogsPageTest","titleBlogEntriesTest","titleBlogEntriesTest()","Check the title of the blog entries - TC23"
"passed","Tue Jun 28 15:50:16 GMT 2022","Tue Jun 28 15:50:22 GMT 2022","6478","","TestFU14TeamPage","","TestFU14TeamPage","fu14AboutTeamTest","fu14AboutTeamTest()","Test FU14 team about us text"
"passed","Tue Jun 28 15:49:52 GMT 2022","Tue Jun 28 15:49:58 GMT 2022","6412","","TestUserLogin","","TestUserLogin","loginTest","loginTest()","Test user login without remember me function - TC14"
"passed","Tue Jun 28 15:47:17 GMT 2022","Tue Jun 28 15:47:23 GMT 2022","5634","","TestUserRegister","","TestUserRegister","openRegisterPageTest","openRegisterPageTest()","Navigate to the registration page - TC08"
"passed","Tue Jun 28 15:50:11 GMT 2022","Tue Jun 28 15:50:16 GMT 2022","5254","","TestFU14TeamPage","","TestFU14TeamPage","numberOfTeamMembersTest","numberOfTeamMembersTest()","Test FU14 team members number"
"passed","Tue Jun 28 15:50:29 GMT 2022","Tue Jun 28 15:50:36 GMT 2022","7714","","TestEditBlogEntryPage","","TestEditBlogEntryPage","deleteBlogEntryTest","deleteBlogEntryTest()","Delete the blog entry - TC20"
"passed","Tue Jun 28 15:49:58 GMT 2022","Tue Jun 28 15:50:05 GMT 2022","6910","","TestUserLogin","","TestUserLogin","loginRememberTest","loginRememberTest()","User login to site with remember me function - TC15"
"broken","Tue Jun 28 15:46:50 GMT 2022","Tue Jun 28 15:47:17 GMT 2022","26636","","TestUserRegister","","TestUserRegister","userRegistrationTest","userRegistrationTest()","Register a new user - TC11"
"failed","Tue Jun 28 15:46:22 GMT 2022","Tue Jun 28 15:46:50 GMT 2022","28599","","BlogsPageTest","","BlogsPageTest","countBlogEntriesTest","countBlogEntriesTest()","Check the number of the blog entries - TC22"
"passed","Tue Jun 28 15:45:39 GMT 2022","Tue Jun 28 15:45:51 GMT 2022","12353","","TestAddNewBlogEntry","","TestAddNewBlogEntry","createBlogEntryTest","createBlogEntryTest()","Login and create a new blog entry - TC17"
