"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Jul 04 15:00:01 GMT 2022","Mon Jul 04 15:00:02 GMT 2022","143","","FrontPageTest","","FrontPageTest","TestNumberOfBlogEntries","TestNumberOfBlogEntries()","Test Case 03"
"broken","Mon Jul 04 14:59:59 GMT 2022","Mon Jul 04 14:59:59 GMT 2022","140","","UserRegisterTest","","UserRegisterTest","TestUserRegistrationFromFile","TestUserRegistrationFromFile()","Test Case 12"
"broken","Mon Jul 04 15:00:00 GMT 2022","Mon Jul 04 15:00:00 GMT 2022","159","","FU14TeamPageTest","","FU14TeamPageTest","TestFu14AboutTeam","TestFu14AboutTeam()","Test Case 26"
"broken","Mon Jul 04 14:59:59 GMT 2022","Mon Jul 04 14:59:59 GMT 2022","189","","UserRegisterTest","","UserRegisterTest","TestOpenRegisterPage","TestOpenRegisterPage()","Test Case 08"
"broken","Mon Jul 04 14:59:58 GMT 2022","Mon Jul 04 14:59:59 GMT 2022","180","","UserRegisterTest","","UserRegisterTest","TestResetUserData","TestResetUserData()","Test Case 10"
"broken","Mon Jul 04 15:00:01 GMT 2022","Mon Jul 04 15:00:01 GMT 2022","137","","FrontPageTest","","FrontPageTest","TestFindLogo","TestFindLogo()","Test Case 02"
"broken","Mon Jul 04 14:59:59 GMT 2022","Mon Jul 04 15:00:00 GMT 2022","146","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestChangeBlogTitle","TestChangeBlogTitle()","Test Case 18"
"broken","Mon Jul 04 15:00:00 GMT 2022","Mon Jul 04 15:00:00 GMT 2022","141","","AddNewBlogEntryTest","","AddNewBlogEntryTest","TestCreateBlogEntry","TestCreateBlogEntry()","Test Case 17"
"broken","Mon Jul 04 15:00:01 GMT 2022","Mon Jul 04 15:00:01 GMT 2022","135","","FrontPageTest","","FrontPageTest","TestIsAllImagePresent","TestIsAllImagePresent()","Test Case 06"
"broken","Mon Jul 04 15:00:02 GMT 2022","Mon Jul 04 15:00:02 GMT 2022","134","","UserLoginTest","","UserLoginTest","TestLogin","TestLogin()","Test Case TC14"
"broken","Mon Jul 04 15:00:01 GMT 2022","Mon Jul 04 15:00:01 GMT 2022","154","","FrontPageTest","","FrontPageTest","TestTitles","TestTitles()","Test Case 04"
"broken","Mon Jul 04 14:59:58 GMT 2022","Mon Jul 04 14:59:58 GMT 2022","660","","UserRegisterTest","","UserRegisterTest","TestUserRegistrationWithoutFullName","TestUserRegistrationWithoutFullName()","Test Case 09"
"broken","Mon Jul 04 15:00:01 GMT 2022","Mon Jul 04 15:00:01 GMT 2022","140","","FU14TeamPageTest","","FU14TeamPageTest","TestTeamMembers","TestTeamMembers()","Test Case 24"
"broken","Mon Jul 04 15:00:01 GMT 2022","Mon Jul 04 15:00:01 GMT 2022","130","","FrontPageTest","","FrontPageTest","TestSiteURL","TestSiteURL()","Test Case 01"
"broken","Mon Jul 04 15:00:02 GMT 2022","Mon Jul 04 15:00:02 GMT 2022","136","","UserLoginTest","","UserLoginTest","TestLoginRemember","TestLoginRemember()","Test Case 15"
"broken","Mon Jul 04 15:00:01 GMT 2022","Mon Jul 04 15:00:01 GMT 2022","131","","FrontPageTest","","FrontPageTest","TestAllowCookies","TestAllowCookies()","Test Case 07"
"broken","Mon Jul 04 15:00:00 GMT 2022","Mon Jul 04 15:00:00 GMT 2022","154","","AddNewBlogEntryTest","","AddNewBlogEntryTest","testLoginAsEditor","testLoginAsEditor()","Test Case 16"
"broken","Mon Jul 04 15:00:00 GMT 2022","Mon Jul 04 15:00:00 GMT 2022","150","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestSaveBlogTitleAndDate","TestSaveBlogTitleAndDate()","Test Case 19"
"broken","Mon Jul 04 14:59:59 GMT 2022","Mon Jul 04 14:59:59 GMT 2022","154","","BlogsPageTest","","BlogsPageTest","TestCountBlogEntries","TestCountBlogEntries()","Test Case 22"
"broken","Mon Jul 04 15:00:00 GMT 2022","Mon Jul 04 15:00:00 GMT 2022","136","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestLogOutEditorUser","TestLogOutEditorUser()","Test Case 21"
"broken","Mon Jul 04 14:59:59 GMT 2022","Mon Jul 04 14:59:59 GMT 2022","144","","BlogsPageTest","","BlogsPageTest","TestTitlesOfTheBlogEntries","TestTitlesOfTheBlogEntries()","Test Case 23"
"broken","Mon Jul 04 15:00:00 GMT 2022","Mon Jul 04 15:00:00 GMT 2022","145","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestDeleteBlogEntry","TestDeleteBlogEntry()","Test Case 20"
"skipped","Mon Jul 04 15:00:01 GMT 2022","Mon Jul 04 15:00:01 GMT 2022","0","","FrontPageTest","","FrontPageTest","TestIsReadMoreWorks","TestIsReadMoreWorks()","Test Case 05"
"broken","Mon Jul 04 15:00:00 GMT 2022","Mon Jul 04 15:00:01 GMT 2022","142","","FU14TeamPageTest","","FU14TeamPageTest","TestNumberOfTeamMembers","TestNumberOfTeamMembers()","Test Case 25"
"broken","Mon Jul 04 15:00:02 GMT 2022","Mon Jul 04 15:00:02 GMT 2022","168","","UserLoginTest","","UserLoginTest","TestNavigateToLoginPage","TestNavigateToLoginPage()","Test Case 13"
"broken","Mon Jul 04 14:59:59 GMT 2022","Mon Jul 04 14:59:59 GMT 2022","137","","UserRegisterTest","","UserRegisterTest","TestUserRegistration","TestUserRegistration()","Test Case 11"
