"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 23 19:10:11 GMT 2022","Thu Jun 23 19:10:23 GMT 2022","12329","","TestUserRegister","","TestUserRegister","userRegistrationFromFileTest","userRegistrationFromFileTest()","Register a new users from file"
"failed","Thu Jun 23 19:11:34 GMT 2022","Thu Jun 23 19:11:49 GMT 2022","15241","","TestFrontPage","","TestFrontPage","isAllImagePresent","isAllImagePresent()","Check all the team photos are present in the carousel"
"passed","Thu Jun 23 19:10:04 GMT 2022","Thu Jun 23 19:10:11 GMT 2022","7210","","TestUserRegister","","TestUserRegister","resetUserDataTest","resetUserDataTest()","Reset all the entered data from the fields"
"passed","Thu Jun 23 19:12:01 GMT 2022","Thu Jun 23 19:12:08 GMT 2022","7045","","TestUserLogin","","TestUserLogin","loginTest","loginTest()","Test user login without remember me function"
"passed","Thu Jun 23 19:11:49 GMT 2022","Thu Jun 23 19:12:01 GMT 2022","12081","","TestFrontPage","","TestFrontPage","checkSiteURL","checkSiteURL()","Check the url of the front page"
"passed","Thu Jun 23 19:12:28 GMT 2022","Thu Jun 23 19:12:34 GMT 2022","6657","","TestFU14TeamPage","","TestFU14TeamPage","fu14AboutTeamTest","fu14AboutTeamTest()","Test FU14 team about us text"
"passed","Thu Jun 23 19:08:54 GMT 2022","Thu Jun 23 19:09:02 GMT 2022","8030","","TestAddNewBlogEntry","","TestAddNewBlogEntry","loginAsEditorTest","loginAsEditorTest()","User login as editor"
"passed","Thu Jun 23 19:11:17 GMT 2022","Thu Jun 23 19:11:34 GMT 2022","16805","","TestFrontPage","","TestFrontPage","numberOfBlogEntries","numberOfBlogEntries()","Check the number of the latest blog entries"
"skipped","Thu Jun 23 19:11:34 GMT 2022","Thu Jun 23 19:11:34 GMT 2022","1","","TestFrontPage","","TestFrontPage","checkTitles","checkTitles()","Check the titles of the blog entries"
"broken","Thu Jun 23 19:09:30 GMT 2022","Thu Jun 23 19:09:57 GMT 2022","27487","","TestUserRegister","","TestUserRegister","userRegistrationTest","userRegistrationTest()","Register a new user"
"passed","Thu Jun 23 19:10:55 GMT 2022","Thu Jun 23 19:11:17 GMT 2022","22313","","TestFrontPage","","TestFrontPage","allowCookies","allowCookies()","Allow cookies"
"passed","Thu Jun 23 19:12:42 GMT 2022","Thu Jun 23 19:12:48 GMT 2022","6571","","TestFU14TeamPage","","TestFU14TeamPage","saveToFileTest","saveToFileTest()","Save FU14 team data to txt"
"passed","Thu Jun 23 19:10:31 GMT 2022","Thu Jun 23 19:10:55 GMT 2022","23725","","TestFrontPage","","TestFrontPage","findLogo","findLogo()","Find the logo on the main page"
"passed","Thu Jun 23 19:09:57 GMT 2022","Thu Jun 23 19:10:04 GMT 2022","6497","","TestUserRegister","","TestUserRegister","openRegisterPageTest","openRegisterPageTest()","Navigate to the registration page"
"passed","Thu Jun 23 19:12:08 GMT 2022","Thu Jun 23 19:12:16 GMT 2022","7110","","TestUserLogin","","TestUserLogin","loginRememberTest","loginRememberTest()","User login to site with remember me function"
"passed","Thu Jun 23 19:12:34 GMT 2022","Thu Jun 23 19:12:42 GMT 2022","7373","","TestFU14TeamPage","","TestFU14TeamPage","teamMembersTest","teamMembersTest()","Test FU14 team members"
"passed","Thu Jun 23 19:10:23 GMT 2022","Thu Jun 23 19:10:31 GMT 2022","7750","","TestUserRegister","","TestUserRegister","userRegistrationWithoutFullNameTest","userRegistrationWithoutFullNameTest()","Register a new user without full name"
"broken","Thu Jun 23 19:09:02 GMT 2022","Thu Jun 23 19:09:30 GMT 2022","27656","","TestAddNewBlogEntry","","TestAddNewBlogEntry","createBlogEntryTest","createBlogEntryTest()","Login and create a new blog entry"
"passed","Thu Jun 23 19:12:22 GMT 2022","Thu Jun 23 19:12:28 GMT 2022","5909","","TestFU14TeamPage","","TestFU14TeamPage","numberOfTeamMembersTest","numberOfTeamMembersTest()","Test FU14 team members number"
"passed","Thu Jun 23 19:12:16 GMT 2022","Thu Jun 23 19:12:22 GMT 2022","6178","","TestUserLogin","","TestUserLogin","navigateToLoginPageTest","navigateToLoginPageTest()","Navigate to user login page"
