"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 19 15:35:10 GMT 2022","Sun Jun 19 15:35:17 GMT 2022","6511","","TestUserRegister","","TestUserRegister","openRegisterPageTest","openRegisterPageTest()","Navigate to the registration page"
"passed","Sun Jun 19 15:33:13 GMT 2022","Sun Jun 19 15:33:31 GMT 2022","17961","","TestFrontPage","","TestFrontPage","allowCookies","allowCookies()","Allow cookies"
"skipped","Sun Jun 19 15:33:45 GMT 2022","Sun Jun 19 15:33:45 GMT 2022","0","","TestFrontPage","","TestFrontPage","checkTitles","checkTitles()","Check the titles of the blog entries"
"broken","Sun Jun 19 15:34:18 GMT 2022","Sun Jun 19 15:34:44 GMT 2022","26125","","TestAddNewBlogEntry","","TestAddNewBlogEntry","createBlogEntryTest","createBlogEntryTest()",""
"passed","Sun Jun 19 15:35:17 GMT 2022","Sun Jun 19 15:35:23 GMT 2022","6467","","TestUserRegister","","TestUserRegister","resetUserDataTest","resetUserDataTest()","Reset all the entered data from the fields"
"passed","Sun Jun 19 15:35:23 GMT 2022","Sun Jun 19 15:35:30 GMT 2022","6551","","TestUserRegister","","TestUserRegister","userRegistrationWithoutFullNameTest","userRegistrationWithoutFullNameTest()","Register a new user without full name"
"failed","Sun Jun 19 15:33:45 GMT 2022","Sun Jun 19 15:33:59 GMT 2022","14284","","TestFrontPage","","TestFrontPage","isAllImagePresent","isAllImagePresent()","Check all the team photos are present in the carousel"
"passed","Sun Jun 19 15:32:44 GMT 2022","Sun Jun 19 15:32:44 GMT 2022","322","","TestFU14TeamPage","","TestFU14TeamPage","close","close()",""
"passed","Sun Jun 19 15:32:38 GMT 2022","Sun Jun 19 15:32:44 GMT 2022","6096","","TestFU14TeamPage","","TestFU14TeamPage","fu14AboutTeamTest","fu14AboutTeamTest()",""
"passed","Sun Jun 19 15:32:57 GMT 2022","Sun Jun 19 15:33:13 GMT 2022","15758","","TestFrontPage","","TestFrontPage","findLogo","findLogo()","Find the logo on the main page"
"passed","Sun Jun 19 15:33:59 GMT 2022","Sun Jun 19 15:34:13 GMT 2022","14052","","TestFrontPage","","TestFrontPage","checkSiteURL","checkSiteURL()","Check the url of the front page"
"broken","Sun Jun 19 15:34:44 GMT 2022","Sun Jun 19 15:35:10 GMT 2022","26538","","TestUserRegister","","TestUserRegister","userRegistrationTest","userRegistrationTest()","Register a new user"
"passed","Sun Jun 19 15:32:30 GMT 2022","Sun Jun 19 15:32:33 GMT 2022","2369","","TestUserLogin","","TestUserLogin","navigateToLoginPageTest","navigateToLoginPageTest()",""
"passed","Sun Jun 19 15:32:44 GMT 2022","Sun Jun 19 15:32:51 GMT 2022","6242","","TestFU14TeamPage","","TestFU14TeamPage","teamMembersTest","teamMembersTest()",""
"passed","Sun Jun 19 15:33:31 GMT 2022","Sun Jun 19 15:33:45 GMT 2022","13643","","TestFrontPage","","TestFrontPage","numberOfBlogEntries","numberOfBlogEntries()","Check the number of the latest blog entries"
"passed","Sun Jun 19 15:32:23 GMT 2022","Sun Jun 19 15:32:30 GMT 2022","6752","","TestUserLogin","","TestUserLogin","loginRememberTest","loginRememberTest()",""
"passed","Sun Jun 19 15:32:51 GMT 2022","Sun Jun 19 15:32:57 GMT 2022","6741","","TestFU14TeamPage","","TestFU14TeamPage","saveToFileTest","saveToFileTest()",""
"passed","Sun Jun 19 15:32:16 GMT 2022","Sun Jun 19 15:32:23 GMT 2022","7195","","TestUserLogin","","TestUserLogin","loginTest","loginTest()",""
"passed","Sun Jun 19 15:32:33 GMT 2022","Sun Jun 19 15:32:38 GMT 2022","5491","","TestFU14TeamPage","","TestFU14TeamPage","numberOfTeamMembersTest","numberOfTeamMembersTest()",""
"passed","Sun Jun 19 15:34:13 GMT 2022","Sun Jun 19 15:34:18 GMT 2022","4521","","TestAddNewBlogEntry","","TestAddNewBlogEntry","loginAsEditorTest","loginAsEditorTest()",""
