"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 03 19:10:18 GMT 2022","Sun Jul 03 19:10:26 GMT 2022","7344","","UserRegisterTest","","UserRegisterTest","TestUserRegistrationWithoutFullName","TestUserRegistrationWithoutFullName()","Test Case 09"
"skipped","Sun Jul 03 19:13:28 GMT 2022","Sun Jul 03 19:13:28 GMT 2022","0","","FrontPageTest","","FrontPageTest","TestIsReadMoreWorks","TestIsReadMoreWorks()","Test Case 05"
"passed","Sun Jul 03 19:10:26 GMT 2022","Sun Jul 03 19:10:33 GMT 2022","7054","","UserRegisterTest","","UserRegisterTest","TestResetUserData","TestResetUserData()","Test Case 10"
"passed","Sun Jul 03 19:10:46 GMT 2022","Sun Jul 03 19:10:57 GMT 2022","11467","","UserRegisterTest","","UserRegisterTest","TestUserRegistrationFromFile","TestUserRegistrationFromFile()","Test Case 12"
"passed","Sun Jul 03 19:12:50 GMT 2022","Sun Jul 03 19:12:56 GMT 2022","5758","","AddNewBlogEntryTest","","AddNewBlogEntryTest","testLoginAsEditor","testLoginAsEditor()","Test Case 16"
"failed","Sun Jul 03 19:13:46 GMT 2022","Sun Jul 03 19:14:03 GMT 2022","16572","","FrontPageTest","","FrontPageTest","TestTitles","TestTitles()","Test Case 04"
"passed","Sun Jul 03 19:12:44 GMT 2022","Sun Jul 03 19:12:50 GMT 2022","5746","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestLogOutEditorUser","TestLogOutEditorUser()","Test Case 21"
"passed","Sun Jul 03 19:14:54 GMT 2022","Sun Jul 03 19:15:12 GMT 2022","17436","","FrontPageTest","","FrontPageTest","TestNumberOfBlogEntries","TestNumberOfBlogEntries()","Test Case 03"
"passed","Sun Jul 03 19:10:33 GMT 2022","Sun Jul 03 19:10:39 GMT 2022","5828","","UserRegisterTest","","UserRegisterTest","TestOpenRegisterPage","TestOpenRegisterPage()","Test Case 08"
"passed","Sun Jul 03 19:13:28 GMT 2022","Sun Jul 03 19:13:46 GMT 2022","18027","","FrontPageTest","","FrontPageTest","TestSiteURL","TestSiteURL()","Test Case 01"
"passed","Sun Jul 03 19:11:35 GMT 2022","Sun Jul 03 19:12:07 GMT 2022","31879","","BlogsPageTest","","BlogsPageTest","TestTitlesOfTheBlogEntries","TestTitlesOfTheBlogEntries()","Test Case 23"
"passed","Sun Jul 03 19:10:39 GMT 2022","Sun Jul 03 19:10:46 GMT 2022","7033","","UserRegisterTest","","UserRegisterTest","TestUserRegistration","TestUserRegistration()","Test Case 11"
"passed","Sun Jul 03 19:12:31 GMT 2022","Sun Jul 03 19:12:33 GMT 2022","2382","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestSaveBlogTitleAndDate","TestSaveBlogTitleAndDate()","Test Case 19"
"passed","Sun Jul 03 19:14:21 GMT 2022","Sun Jul 03 19:14:39 GMT 2022","18398","","FrontPageTest","","FrontPageTest","TestFindLogo","TestFindLogo()","Test Case 02"
"failed","Sun Jul 03 19:14:39 GMT 2022","Sun Jul 03 19:14:54 GMT 2022","15154","","FrontPageTest","","FrontPageTest","TestIsAllImagePresent","TestIsAllImagePresent()","Test Case 06"
"passed","Sun Jul 03 19:12:33 GMT 2022","Sun Jul 03 19:12:44 GMT 2022","11131","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestDeleteBlogEntry","TestDeleteBlogEntry()","Test Case 20"
"passed","Sun Jul 03 19:13:10 GMT 2022","Sun Jul 03 19:13:16 GMT 2022","6140","","FU14TeamPageTest","","FU14TeamPageTest","TestFu14AboutTeam","TestFu14AboutTeam()","Test Case 26"
"passed","Sun Jul 03 19:12:07 GMT 2022","Sun Jul 03 19:12:31 GMT 2022","23926","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestChangeBlogTitle","TestChangeBlogTitle()","Test Case 18"
"passed","Sun Jul 03 19:14:03 GMT 2022","Sun Jul 03 19:14:21 GMT 2022","17575","","FrontPageTest","","FrontPageTest","TestAllowCookies","TestAllowCookies()","Test Case 07"
"passed","Sun Jul 03 19:12:56 GMT 2022","Sun Jul 03 19:13:10 GMT 2022","14076","","AddNewBlogEntryTest","","AddNewBlogEntryTest","TestCreateBlogEntry","TestCreateBlogEntry()","Test Case 17"
"passed","Sun Jul 03 19:13:22 GMT 2022","Sun Jul 03 19:13:28 GMT 2022","6631","","FU14TeamPageTest","","FU14TeamPageTest","TestTeamMembers","TestTeamMembers()","Test Case 24"
"passed","Sun Jul 03 19:13:16 GMT 2022","Sun Jul 03 19:13:22 GMT 2022","5634","","FU14TeamPageTest","","FU14TeamPageTest","TestNumberOfTeamMembers","TestNumberOfTeamMembers()","Test Case 25"
"passed","Sun Jul 03 19:15:12 GMT 2022","Sun Jul 03 19:15:17 GMT 2022","5684","","UserLoginTest","","UserLoginTest","TestNavigateToLoginPage","TestNavigateToLoginPage()","Test Case 13"
"passed","Sun Jul 03 19:15:17 GMT 2022","Sun Jul 03 19:15:24 GMT 2022","6976","","UserLoginTest","","UserLoginTest","TestLoginRemember","TestLoginRemember()","Test Case 15"
"passed","Sun Jul 03 19:15:24 GMT 2022","Sun Jul 03 19:15:31 GMT 2022","6714","","UserLoginTest","","UserLoginTest","TestLogin","TestLogin()","Test Case TC14"
"passed","Sun Jul 03 19:10:57 GMT 2022","Sun Jul 03 19:11:35 GMT 2022","37894","","BlogsPageTest","","BlogsPageTest","TestCountBlogEntries","TestCountBlogEntries()","Test Case 22"
