"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 19 16:09:49 GMT 2022","Sun Jun 19 16:09:51 GMT 2022","2237","","TestUserLogin","","TestUserLogin","navigateToLoginPageTest","navigateToLoginPageTest()",""
"passed","Sun Jun 19 16:09:57 GMT 2022","Sun Jun 19 16:10:03 GMT 2022","6104","","TestFU14TeamPage","","TestFU14TeamPage","fu14AboutTeamTest","fu14AboutTeamTest()",""
"passed","Sun Jun 19 16:09:51 GMT 2022","Sun Jun 19 16:09:57 GMT 2022","5410","","TestFU14TeamPage","","TestFU14TeamPage","numberOfTeamMembersTest","numberOfTeamMembersTest()",""
"passed","Sun Jun 19 16:09:42 GMT 2022","Sun Jun 19 16:09:49 GMT 2022","6734","","TestUserLogin","","TestUserLogin","loginRememberTest","loginRememberTest()",""
"passed","Sun Jun 19 16:12:26 GMT 2022","Sun Jun 19 16:12:32 GMT 2022","5982","","TestUserRegister","","TestUserRegister","openRegisterPageTest","openRegisterPageTest()","Navigate to the registration page"
"passed","Sun Jun 19 16:10:03 GMT 2022","Sun Jun 19 16:10:03 GMT 2022","351","","TestFU14TeamPage","","TestFU14TeamPage","close","close()",""
"passed","Sun Jun 19 16:10:10 GMT 2022","Sun Jun 19 16:10:16 GMT 2022","6109","","TestFU14TeamPage","","TestFU14TeamPage","saveToFileTest","saveToFileTest()",""
"passed","Sun Jun 19 16:09:35 GMT 2022","Sun Jun 19 16:09:42 GMT 2022","7090","","TestUserLogin","","TestUserLogin","loginTest","loginTest()",""
"broken","Sun Jun 19 16:11:59 GMT 2022","Sun Jun 19 16:12:26 GMT 2022","27160","","TestUserRegister","","TestUserRegister","userRegistrationTest","userRegistrationTest()","Register a new user"
"skipped","Sun Jun 19 16:11:00 GMT 2022","Sun Jun 19 16:11:00 GMT 2022","0","","TestFrontPage","","TestFrontPage","checkTitles","checkTitles()","Check the titles of the blog entries"
"broken","Sun Jun 19 16:11:32 GMT 2022","Sun Jun 19 16:11:59 GMT 2022","26331","","TestAddNewBlogEntry","","TestAddNewBlogEntry","createBlogEntryTest","createBlogEntryTest()",""
"passed","Sun Jun 19 16:12:32 GMT 2022","Sun Jun 19 16:12:39 GMT 2022","7099","","TestUserRegister","","TestUserRegister","resetUserDataTest","resetUserDataTest()","Reset all the entered data from the fields"
"failed","Sun Jun 19 16:11:00 GMT 2022","Sun Jun 19 16:11:15 GMT 2022","14782","","TestFrontPage","","TestFrontPage","isAllImagePresent","isAllImagePresent()","Check all the team photos are present in the carousel"
"passed","Sun Jun 19 16:12:39 GMT 2022","Sun Jun 19 16:12:46 GMT 2022","6544","","TestUserRegister","","TestUserRegister","userRegistrationWithoutFullNameTest","userRegistrationWithoutFullNameTest()","Register a new user without full name"
"passed","Sun Jun 19 16:11:15 GMT 2022","Sun Jun 19 16:11:28 GMT 2022","12991","","TestFrontPage","","TestFrontPage","checkSiteURL","checkSiteURL()","Check the url of the front page"
"passed","Sun Jun 19 16:10:16 GMT 2022","Sun Jun 19 16:10:30 GMT 2022","13785","","TestFrontPage","","TestFrontPage","findLogo","findLogo()","Find the logo on the main page"
"passed","Sun Jun 19 16:10:48 GMT 2022","Sun Jun 19 16:11:00 GMT 2022","12562","","TestFrontPage","","TestFrontPage","numberOfBlogEntries","numberOfBlogEntries()","Check the number of the latest blog entries"
"passed","Sun Jun 19 16:10:03 GMT 2022","Sun Jun 19 16:10:10 GMT 2022","7027","","TestFU14TeamPage","","TestFU14TeamPage","teamMembersTest","teamMembersTest()",""
"passed","Sun Jun 19 16:10:30 GMT 2022","Sun Jun 19 16:10:48 GMT 2022","17875","","TestFrontPage","","TestFrontPage","allowCookies","allowCookies()","Allow cookies"
"passed","Sun Jun 19 16:11:28 GMT 2022","Sun Jun 19 16:11:32 GMT 2022","4137","","TestAddNewBlogEntry","","TestAddNewBlogEntry","loginAsEditorTest","loginAsEditorTest()",""
