"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 31 13:16:31 GMT 2022","Sun Jul 31 13:16:38 GMT 2022","6987","","UserLoginTest","","UserLoginTest","TestLogin","TestLogin()","Test Case TC14"
"broken","Sun Jul 31 13:19:42 GMT 2022","Sun Jul 31 13:20:09 GMT 2022","26912","","UserRegisterTest","","UserRegisterTest","TestUserRegistration","TestUserRegistration()","Test Case 11"
"passed","Sun Jul 31 13:19:29 GMT 2022","Sun Jul 31 13:19:36 GMT 2022","6882","","UserRegisterTest","","UserRegisterTest","TestResetUserData","TestResetUserData()","Test Case 10"
"passed","Sun Jul 31 13:18:42 GMT 2022","Sun Jul 31 13:18:47 GMT 2022","5347","","AddNewBlogEntryTest","","AddNewBlogEntryTest","testLoginAsEditor","testLoginAsEditor()","Test Case 16"
"passed","Sun Jul 31 13:18:22 GMT 2022","Sun Jul 31 13:18:25 GMT 2022","2740","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestSaveBlogTitleAndDate","TestSaveBlogTitleAndDate()","Test Case 19"
"passed","Sun Jul 31 13:17:22 GMT 2022","Sun Jul 31 13:17:34 GMT 2022","12581","","FrontPageTest","","FrontPageTest","TestFindLogo","TestFindLogo()","Test Case 02"
"failed","Sun Jul 31 13:17:34 GMT 2022","Sun Jul 31 13:17:45 GMT 2022","10641","","FrontPageTest","","FrontPageTest","TestIsAllImagePresent","TestIsAllImagePresent()","Test Case 06"
"passed","Sun Jul 31 13:20:09 GMT 2022","Sun Jul 31 13:20:20 GMT 2022","11512","","UserRegisterTest","","UserRegisterTest","TestUserRegistrationFromFile","TestUserRegistrationFromFile()","Test Case 12"
"failed","Sun Jul 31 13:20:57 GMT 2022","Sun Jul 31 13:21:29 GMT 2022","32300","","BlogsPageTest","","BlogsPageTest","TestTitlesOfTheBlogEntries","TestTitlesOfTheBlogEntries()","Test Case 23"
"passed","Sun Jul 31 13:16:38 GMT 2022","Sun Jul 31 13:16:56 GMT 2022","17869","","FrontPageTest","","FrontPageTest","TestSiteURL","TestSiteURL()","Test Case 01"
"passed","Sun Jul 31 13:17:58 GMT 2022","Sun Jul 31 13:18:22 GMT 2022","24053","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestChangeBlogTitle","TestChangeBlogTitle()","Test Case 18"
"failed","Sun Jul 31 13:16:56 GMT 2022","Sun Jul 31 13:17:09 GMT 2022","12715","","FrontPageTest","","FrontPageTest","TestTitles","TestTitles()","Test Case 04"
"failed","Sun Jul 31 13:20:20 GMT 2022","Sun Jul 31 13:20:57 GMT 2022","36747","","BlogsPageTest","","BlogsPageTest","TestCountBlogEntries","TestCountBlogEntries()","Test Case 22"
"passed","Sun Jul 31 13:19:10 GMT 2022","Sun Jul 31 13:19:15 GMT 2022","5499","","FU14TeamPageTest","","FU14TeamPageTest","TestNumberOfTeamMembers","TestNumberOfTeamMembers()","Test Case 25"
"passed","Sun Jul 31 13:18:47 GMT 2022","Sun Jul 31 13:19:03 GMT 2022","16038","","AddNewBlogEntryTest","","AddNewBlogEntryTest","TestCreateBlogEntry","TestCreateBlogEntry()","Test Case 17"
"passed","Sun Jul 31 13:19:03 GMT 2022","Sun Jul 31 13:19:10 GMT 2022","6297","","FU14TeamPageTest","","FU14TeamPageTest","TestFu14AboutTeam","TestFu14AboutTeam()","Test Case 26"
"passed","Sun Jul 31 13:19:15 GMT 2022","Sun Jul 31 13:19:22 GMT 2022","6888","","FU14TeamPageTest","","FU14TeamPageTest","TestTeamMembers","TestTeamMembers()","Test Case 24"
"passed","Sun Jul 31 13:19:22 GMT 2022","Sun Jul 31 13:19:29 GMT 2022","6819","","UserRegisterTest","","UserRegisterTest","TestUserRegistrationWithoutFullName","TestUserRegistrationWithoutFullName()","Test Case 09"
"passed","Sun Jul 31 13:17:09 GMT 2022","Sun Jul 31 13:17:22 GMT 2022","12764","","FrontPageTest","","FrontPageTest","TestAllowCookies","TestAllowCookies()","Test Case 07"
"passed","Sun Jul 31 13:19:36 GMT 2022","Sun Jul 31 13:19:42 GMT 2022","6020","","UserRegisterTest","","UserRegisterTest","TestOpenRegisterPage","TestOpenRegisterPage()","Test Case 08"
"passed","Sun Jul 31 13:18:36 GMT 2022","Sun Jul 31 13:18:42 GMT 2022","5862","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestLogOutEditorUser","TestLogOutEditorUser()","Test Case 21"
"passed","Sun Jul 31 13:17:45 GMT 2022","Sun Jul 31 13:17:58 GMT 2022","13232","","FrontPageTest","","FrontPageTest","TestNumberOfBlogEntries","TestNumberOfBlogEntries()","Test Case 03"
"skipped","Sun Jul 31 13:16:38 GMT 2022","Sun Jul 31 13:16:38 GMT 2022","0","","FrontPageTest","","FrontPageTest","TestIsReadMoreWorks","TestIsReadMoreWorks()","Test Case 05"
"passed","Sun Jul 31 13:18:25 GMT 2022","Sun Jul 31 13:18:36 GMT 2022","11185","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestDeleteBlogEntry","TestDeleteBlogEntry()","Test Case 20"
"passed","Sun Jul 31 13:16:17 GMT 2022","Sun Jul 31 13:16:24 GMT 2022","6660","","UserLoginTest","","UserLoginTest","TestNavigateToLoginPage","TestNavigateToLoginPage()","Test Case 13"
"passed","Sun Jul 31 13:16:24 GMT 2022","Sun Jul 31 13:16:31 GMT 2022","6936","","UserLoginTest","","UserLoginTest","TestLoginRemember","TestLoginRemember()","Test Case 15"
