"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 29 17:33:29 GMT 2022","Wed Jun 29 17:33:50 GMT 2022","21129","","FrontPageTest","","FrontPageTest","TestAllowCookies","TestAllowCookies()","Test Case 07"
"passed","Wed Jun 29 17:34:48 GMT 2022","Wed Jun 29 17:34:54 GMT 2022","6176","","UserLoginTest","","UserLoginTest","TestLogin","TestLogin()","Test Case TC14"
"failed","Wed Jun 29 17:34:07 GMT 2022","Wed Jun 29 17:34:22 GMT 2022","15355","","FrontPageTest","","FrontPageTest","TestIsAllImagePresent","TestIsAllImagePresent()","Test Case 06"
"passed","Wed Jun 29 17:32:39 GMT 2022","Wed Jun 29 17:32:53 GMT 2022","13900","","FrontPageTest","","FrontPageTest","TestSiteURL","TestSiteURL()","Test Case 01"
"failed","Wed Jun 29 17:30:53 GMT 2022","Wed Jun 29 17:31:24 GMT 2022","30968","","BlogsPageTest","","BlogsPageTest","TestTitlesOfTheBlogEntries","TestTitlesOfTheBlogEntries()","Test Case 23"
"passed","Wed Jun 29 17:29:36 GMT 2022","Wed Jun 29 17:29:43 GMT 2022","6293","","UserRegisterTest","","UserRegisterTest","TestResetUserData","TestResetUserData()","Test Case 10"
"broken","Wed Jun 29 17:32:53 GMT 2022","Wed Jun 29 17:33:29 GMT 2022","36196","","FrontPageTest","","FrontPageTest","TestTitles","TestTitles()","Test Case 04"
"passed","Wed Jun 29 17:32:07 GMT 2022","Wed Jun 29 17:32:21 GMT 2022","13525","","AddNewBlogEntryTest","","AddNewBlogEntryTest","TestCreateBlogEntry","TestCreateBlogEntry()","Test Case 17"
"passed","Wed Jun 29 17:34:36 GMT 2022","Wed Jun 29 17:34:41 GMT 2022","5409","","UserLoginTest","","UserLoginTest","TestNavigateToLoginPage","TestNavigateToLoginPage()","Test Case 13"
"passed","Wed Jun 29 17:33:50 GMT 2022","Wed Jun 29 17:34:07 GMT 2022","17112","","FrontPageTest","","FrontPageTest","TestFindLogo","TestFindLogo()","Test Case 02"
"passed","Wed Jun 29 17:32:27 GMT 2022","Wed Jun 29 17:32:32 GMT 2022","5214","","FU14TeamPageTest","","FU14TeamPageTest","TestNumberOfTeamMembers","TestNumberOfTeamMembers()","Test Case 25"
