"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 04 15:26:02 GMT 2022","Mon Jul 04 15:26:14 GMT 2022","11465","","UserRegisterTest","","UserRegisterTest","TestUserRegistrationFromFile","TestUserRegistrationFromFile()","Test Case 12"
"passed","Mon Jul 04 15:29:21 GMT 2022","Mon Jul 04 15:29:38 GMT 2022","17959","","FrontPageTest","","FrontPageTest","TestTitles","TestTitles()","Test Case 04"
"passed","Mon Jul 04 15:28:07 GMT 2022","Mon Jul 04 15:28:16 GMT 2022","8628","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestLogOutEditorUser","TestLogOutEditorUser()","Test Case 21"
"passed","Mon Jul 04 15:25:15 GMT 2022","Mon Jul 04 15:25:22 GMT 2022","7697","","UserRegisterTest","","UserRegisterTest","TestUserRegistrationWithoutFullName","TestUserRegistrationWithoutFullName()","Test Case 09"
"passed","Mon Jul 04 15:27:57 GMT 2022","Mon Jul 04 15:28:07 GMT 2022","10585","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestDeleteBlogEntry","TestDeleteBlogEntry()","Test Case 20"
"passed","Mon Jul 04 15:29:38 GMT 2022","Mon Jul 04 15:29:57 GMT 2022","18660","","FrontPageTest","","FrontPageTest","TestAllowCookies","TestAllowCookies()","Test Case 07"
"broken","Mon Jul 04 15:25:35 GMT 2022","Mon Jul 04 15:26:02 GMT 2022","27012","","UserRegisterTest","","UserRegisterTest","TestUserRegistration","TestUserRegistration()","Test Case 11"
"passed","Mon Jul 04 15:28:16 GMT 2022","Mon Jul 04 15:28:22 GMT 2022","6424","","AddNewBlogEntryTest","","AddNewBlogEntryTest","testLoginAsEditor","testLoginAsEditor()","Test Case 16"
"passed","Mon Jul 04 15:28:45 GMT 2022","Mon Jul 04 15:28:51 GMT 2022","5669","","FU14TeamPageTest","","FU14TeamPageTest","TestNumberOfTeamMembers","TestNumberOfTeamMembers()","Test Case 25"
"passed","Mon Jul 04 15:25:22 GMT 2022","Mon Jul 04 15:25:29 GMT 2022","6768","","UserRegisterTest","","UserRegisterTest","TestResetUserData","TestResetUserData()","Test Case 10"
"passed","Mon Jul 04 15:27:25 GMT 2022","Mon Jul 04 15:27:54 GMT 2022","28675","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestChangeBlogTitle","TestChangeBlogTitle()","Test Case 18"
"passed","Mon Jul 04 15:26:52 GMT 2022","Mon Jul 04 15:27:25 GMT 2022","33282","","BlogsPageTest","","BlogsPageTest","TestTitlesOfTheBlogEntries","TestTitlesOfTheBlogEntries()","Test Case 23"
"passed","Mon Jul 04 15:28:58 GMT 2022","Mon Jul 04 15:29:21 GMT 2022","22888","","FrontPageTest","","FrontPageTest","TestSiteURL","TestSiteURL()","Test Case 01"
"failed","Mon Jul 04 15:30:19 GMT 2022","Mon Jul 04 15:30:37 GMT 2022","18650","","FrontPageTest","","FrontPageTest","TestIsAllImagePresent","TestIsAllImagePresent()","Test Case 06"
"passed","Mon Jul 04 15:28:38 GMT 2022","Mon Jul 04 15:28:45 GMT 2022","6955","","FU14TeamPageTest","","FU14TeamPageTest","TestFu14AboutTeam","TestFu14AboutTeam()","Test Case 26"
"passed","Mon Jul 04 15:30:53 GMT 2022","Mon Jul 04 15:30:59 GMT 2022","5863","","UserLoginTest","","UserLoginTest","TestNavigateToLoginPage","TestNavigateToLoginPage()","Test Case 13"
"passed","Mon Jul 04 15:28:51 GMT 2022","Mon Jul 04 15:28:58 GMT 2022","6779","","FU14TeamPageTest","","FU14TeamPageTest","TestTeamMembers","TestTeamMembers()","Test Case 24"
"passed","Mon Jul 04 15:28:22 GMT 2022","Mon Jul 04 15:28:38 GMT 2022","15862","","AddNewBlogEntryTest","","AddNewBlogEntryTest","TestCreateBlogEntry","TestCreateBlogEntry()","Test Case 17"
"passed","Mon Jul 04 15:31:06 GMT 2022","Mon Jul 04 15:31:13 GMT 2022","6791","","UserLoginTest","","UserLoginTest","TestLogin","TestLogin()","Test Case TC14"
"passed","Mon Jul 04 15:26:14 GMT 2022","Mon Jul 04 15:26:52 GMT 2022","38448","","BlogsPageTest","","BlogsPageTest","TestCountBlogEntries","TestCountBlogEntries()","Test Case 22"
"passed","Mon Jul 04 15:27:54 GMT 2022","Mon Jul 04 15:27:57 GMT 2022","2542","","EditBlogEntryPageTest","","EditBlogEntryPageTest","TestSaveBlogTitleAndDate","TestSaveBlogTitleAndDate()","Test Case 19"
"passed","Mon Jul 04 15:30:59 GMT 2022","Mon Jul 04 15:31:06 GMT 2022","6880","","UserLoginTest","","UserLoginTest","TestLoginRemember","TestLoginRemember()","Test Case 15"
"passed","Mon Jul 04 15:25:29 GMT 2022","Mon Jul 04 15:25:35 GMT 2022","6056","","UserRegisterTest","","UserRegisterTest","TestOpenRegisterPage","TestOpenRegisterPage()","Test Case 08"
"skipped","Mon Jul 04 15:28:58 GMT 2022","Mon Jul 04 15:28:58 GMT 2022","0","","FrontPageTest","","FrontPageTest","TestIsReadMoreWorks","TestIsReadMoreWorks()","Test Case 05"
"passed","Mon Jul 04 15:30:37 GMT 2022","Mon Jul 04 15:30:53 GMT 2022","15803","","FrontPageTest","","FrontPageTest","TestNumberOfBlogEntries","TestNumberOfBlogEntries()","Test Case 03"
"passed","Mon Jul 04 15:29:57 GMT 2022","Mon Jul 04 15:30:19 GMT 2022","21644","","FrontPageTest","","FrontPageTest","TestFindLogo","TestFindLogo()","Test Case 02"
