"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 20 09:45:54 GMT 2022","Mon Jun 20 09:46:01 GMT 2022","6524","","TestUserLogin","","TestUserLogin","loginRememberTest","loginRememberTest()",""
"passed","Mon Jun 20 09:47:52 GMT 2022","Mon Jun 20 09:47:56 GMT 2022","4344","","TestAddNewBlogEntry","","TestAddNewBlogEntry","loginAsEditorTest","loginAsEditorTest()",""
"passed","Mon Jun 20 09:46:21 GMT 2022","Mon Jun 20 09:46:27 GMT 2022","6116","","TestFU14TeamPage","","TestFU14TeamPage","saveToFileTest","saveToFileTest()",""
"passed","Mon Jun 20 09:46:15 GMT 2022","Mon Jun 20 09:46:15 GMT 2022","345","","TestFU14TeamPage","","TestFU14TeamPage","close","close()",""
"passed","Mon Jun 20 09:46:46 GMT 2022","Mon Jun 20 09:47:04 GMT 2022","18311","","TestFrontPage","","TestFrontPage","allowCookies","allowCookies()","Allow cookies"
"broken","Mon Jun 20 09:47:56 GMT 2022","Mon Jun 20 09:48:23 GMT 2022","26898","","TestAddNewBlogEntry","","TestAddNewBlogEntry","createBlogEntryTest","createBlogEntryTest()",""
"passed","Mon Jun 20 09:47:37 GMT 2022","Mon Jun 20 09:47:52 GMT 2022","14898","","TestFrontPage","","TestFrontPage","checkSiteURL","checkSiteURL()","Check the url of the front page"
"passed","Mon Jun 20 09:46:03 GMT 2022","Mon Jun 20 09:46:09 GMT 2022","5549","","TestFU14TeamPage","","TestFU14TeamPage","numberOfTeamMembersTest","numberOfTeamMembersTest()",""
"passed","Mon Jun 20 09:48:50 GMT 2022","Mon Jun 20 09:48:56 GMT 2022","6003","","TestUserRegister","","TestUserRegister","openRegisterPageTest","openRegisterPageTest()","Navigate to the registration page"
"failed","Mon Jun 20 09:47:22 GMT 2022","Mon Jun 20 09:47:37 GMT 2022","15016","","TestFrontPage","","TestFrontPage","isAllImagePresent","isAllImagePresent()","Check all the team photos are present in the carousel"
"passed","Mon Jun 20 09:46:27 GMT 2022","Mon Jun 20 09:46:46 GMT 2022","18417","","TestFrontPage","","TestFrontPage","findLogo","findLogo()","Find the logo on the main page"
"passed","Mon Jun 20 09:46:09 GMT 2022","Mon Jun 20 09:46:15 GMT 2022","6144","","TestFU14TeamPage","","TestFU14TeamPage","fu14AboutTeamTest","fu14AboutTeamTest()",""
"passed","Mon Jun 20 09:47:04 GMT 2022","Mon Jun 20 09:47:22 GMT 2022","17933","","TestFrontPage","","TestFrontPage","numberOfBlogEntries","numberOfBlogEntries()","Check the number of the latest blog entries"
"passed","Mon Jun 20 09:46:01 GMT 2022","Mon Jun 20 09:46:03 GMT 2022","2430","","TestUserLogin","","TestUserLogin","navigateToLoginPageTest","navigateToLoginPageTest()",""
"passed","Mon Jun 20 09:49:15 GMT 2022","Mon Jun 20 09:49:22 GMT 2022","6688","","TestUserRegister","","TestUserRegister","userRegistrationWithoutFullNameTest","userRegistrationWithoutFullNameTest()","Register a new user without full name"
"passed","Mon Jun 20 09:45:47 GMT 2022","Mon Jun 20 09:45:54 GMT 2022","7250","","TestUserLogin","","TestUserLogin","loginTest","loginTest()",""
"passed","Mon Jun 20 09:49:03 GMT 2022","Mon Jun 20 09:49:15 GMT 2022","12605","","TestUserRegister","","TestUserRegister","userRegistrationFromFileTest","userRegistrationFromFileTest()","Register a new users from file"
"passed","Mon Jun 20 09:46:15 GMT 2022","Mon Jun 20 09:46:21 GMT 2022","6223","","TestFU14TeamPage","","TestFU14TeamPage","teamMembersTest","teamMembersTest()",""
"skipped","Mon Jun 20 09:47:22 GMT 2022","Mon Jun 20 09:47:22 GMT 2022","0","","TestFrontPage","","TestFrontPage","checkTitles","checkTitles()","Check the titles of the blog entries"
"broken","Mon Jun 20 09:48:23 GMT 2022","Mon Jun 20 09:48:50 GMT 2022","26787","","TestUserRegister","","TestUserRegister","userRegistrationTest","userRegistrationTest()","Register a new user"
"passed","Mon Jun 20 09:48:56 GMT 2022","Mon Jun 20 09:49:03 GMT 2022","6552","","TestUserRegister","","TestUserRegister","resetUserDataTest","resetUserDataTest()","Reset all the entered data from the fields"
