"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 20 15:25:14 GMT 2022","Mon Jun 20 15:25:18 GMT 2022","4047","","TestAddNewBlogEntry","","TestAddNewBlogEntry","loginAsEditorTest","loginAsEditorTest()",""
"passed","Mon Jun 20 15:26:35 GMT 2022","Mon Jun 20 15:26:42 GMT 2022","6416","","TestUserRegister","","TestUserRegister","userRegistrationWithoutFullNameTest","userRegistrationWithoutFullNameTest()","Register a new user without full name"
"passed","Mon Jun 20 15:23:13 GMT 2022","Mon Jun 20 15:23:19 GMT 2022","5693","","TestUserLogin","","TestUserLogin","navigateToLoginPageTest","navigateToLoginPageTest()","Navigate to user login page"
"broken","Mon Jun 20 15:25:45 GMT 2022","Mon Jun 20 15:26:12 GMT 2022","27376","","TestUserRegister","","TestUserRegister","userRegistrationTest","userRegistrationTest()","Register a new user"
"passed","Mon Jun 20 15:23:32 GMT 2022","Mon Jun 20 15:23:38 GMT 2022","6521","","TestFU14TeamPage","","TestFU14TeamPage","teamMembersTest","teamMembersTest()",""
"passed","Mon Jun 20 15:26:18 GMT 2022","Mon Jun 20 15:26:24 GMT 2022","6471","","TestUserRegister","","TestUserRegister","resetUserDataTest","resetUserDataTest()","Reset all the entered data from the fields"
"passed","Mon Jun 20 15:23:24 GMT 2022","Mon Jun 20 15:23:31 GMT 2022","6806","","TestFU14TeamPage","","TestFU14TeamPage","fu14AboutTeamTest","fu14AboutTeamTest()",""
"passed","Mon Jun 20 15:23:07 GMT 2022","Mon Jun 20 15:23:13 GMT 2022","6681","","TestUserLogin","","TestUserLogin","loginRememberTest","loginRememberTest()","User login to site with remember me function"
"passed","Mon Jun 20 15:23:44 GMT 2022","Mon Jun 20 15:24:02 GMT 2022","18119","","TestFrontPage","","TestFrontPage","findLogo","findLogo()","Find the logo on the main page"
"passed","Mon Jun 20 15:24:02 GMT 2022","Mon Jun 20 15:24:22 GMT 2022","19452","","TestFrontPage","","TestFrontPage","allowCookies","allowCookies()","Allow cookies"
"passed","Mon Jun 20 15:24:59 GMT 2022","Mon Jun 20 15:25:14 GMT 2022","15071","","TestFrontPage","","TestFrontPage","checkSiteURL","checkSiteURL()","Check the url of the front page"
"passed","Mon Jun 20 15:26:12 GMT 2022","Mon Jun 20 15:26:18 GMT 2022","5991","","TestUserRegister","","TestUserRegister","openRegisterPageTest","openRegisterPageTest()","Navigate to the registration page"
"passed","Mon Jun 20 15:22:59 GMT 2022","Mon Jun 20 15:23:07 GMT 2022","7256","","TestUserLogin","","TestUserLogin","loginTest","loginTest()","Test user login without remember me function"
"passed","Mon Jun 20 15:23:31 GMT 2022","Mon Jun 20 15:23:32 GMT 2022","326","","TestFU14TeamPage","","TestFU14TeamPage","close","close()",""
"passed","Mon Jun 20 15:24:22 GMT 2022","Mon Jun 20 15:24:36 GMT 2022","14694","","TestFrontPage","","TestFrontPage","numberOfBlogEntries","numberOfBlogEntries()","Check the number of the latest blog entries"
"skipped","Mon Jun 20 15:24:36 GMT 2022","Mon Jun 20 15:24:36 GMT 2022","0","","TestFrontPage","","TestFrontPage","checkTitles","checkTitles()","Check the titles of the blog entries"
"failed","Mon Jun 20 15:24:36 GMT 2022","Mon Jun 20 15:24:59 GMT 2022","22758","","TestFrontPage","","TestFrontPage","isAllImagePresent","isAllImagePresent()","Check all the team photos are present in the carousel"
"passed","Mon Jun 20 15:26:24 GMT 2022","Mon Jun 20 15:26:35 GMT 2022","10988","","TestUserRegister","","TestUserRegister","userRegistrationFromFileTest","userRegistrationFromFileTest()","Register a new users from file"
"passed","Mon Jun 20 15:23:19 GMT 2022","Mon Jun 20 15:23:24 GMT 2022","5418","","TestFU14TeamPage","","TestFU14TeamPage","numberOfTeamMembersTest","numberOfTeamMembersTest()",""
"passed","Mon Jun 20 15:23:38 GMT 2022","Mon Jun 20 15:23:44 GMT 2022","5985","","TestFU14TeamPage","","TestFU14TeamPage","saveToFileTest","saveToFileTest()",""
"broken","Mon Jun 20 15:25:18 GMT 2022","Mon Jun 20 15:25:45 GMT 2022","26329","","TestAddNewBlogEntry","","TestAddNewBlogEntry","createBlogEntryTest","createBlogEntryTest()",""
